pair_id,vuln_row_id,fixed_row_id,vuln_idx,fixed_idx,project,cwe,vuln_pred,fixed_pred,vuln_prob_yes,fixed_prob_yes,pair_outcome
21,42,43,195074,221160,gpac,CWE-415,0,0,0.4967499077320099,0.4967499077320099,P-B
22,44,45,195082,221413,linux,CWE-862,0,0,0.48996105790138245,0.48993057012557983,P-B
23,46,47,195083,221428,tensorflow,CWE-617,0,0,0.4985046684741974,0.4954301118850708,P-B
24,48,49,195091,221631,tensorflow,CWE-754,0,0,0.4975738823413849,0.4971160888671875,P-B
25,50,51,195092,221651,hermes,CWE-843,0,0,0.4986724853515625,0.4986724853515625,P-B
26,52,53,195095,221678,e2guardian,CWE-295,0,0,0.497100830078125,0.497100830078125,P-B
27,54,55,195220,222666,tmate-ssh-server,CWE-362,0,0,0.4930729866027832,0.4930729866027832,P-B
28,56,57,195230,222737,pjproject,CWE-125,0,0,0.49472060799598694,0.49472060799598694,P-B
29,58,59,195231,222739,gpac,CWE-476,0,0,0.4943239688873291,0.4943239688873291,P-B
30,60,61,195233,222906,tensorflow,CWE-787,1,1,0.5156199336051941,0.5078423619270325,P-V
31,62,63,195234,222925,tensorflow,CWE-617,0,0,0.49881744384765625,0.49817657470703125,P-B
32,64,65,195237,223089,ImageMagick,CWE-190,1,1,0.5015716552734375,0.5015716552734375,P-V
33,66,67,195264,223368,pcre2,CWE-125,0,0,0.4980315864086151,0.4980315864086151,P-B
34,68,69,195274,223728,tensorflow,CWE-476,0,0,0.4941485524177551,0.4926457703113556,P-B
35,70,71,195291,224153,tensorflow,CWE-908,0,0,0.4977264702320099,0.49698638916015625,P-B
36,72,73,195293,224154,mruby,CWE-476,1,1,0.501800537109375,0.5016021728515625,P-V
37,74,75,195294,224181,tensorflow,CWE-843,1,1,0.5046919584274292,0.5008087158203125,P-V
38,76,77,195295,224192,mruby,CWE-125,1,1,0.5006866455078125,0.5006866455078125,P-V
39,78,79,195296,224208,uWebSockets,CWE-787,0,0,0.49422478675842285,0.4945985674858093,P-B
40,80,81,195308,224277,flatpak,CWE-20,0,0,0.49108216166496277,0.49108216166496277,P-B
41,82,83,195309,224281,squid,CWE-400,1,1,0.5046004056930542,0.5039214491844177,P-V
42,84,85,195328,224472,gpac,CWE-415,0,0,0.4916847348213196,0.4917610287666321,P-B
43,86,87,195331,224570,tensorflow,CWE-843,0,0,0.49534621834754944,0.49534621834754944,P-B
44,88,89,195334,224728,gpac,CWE-415,0,0,0.4926915466785431,0.4929203987121582,P-B
45,90,91,195340,224862,tensorflow,CWE-190,1,1,0.5008544921875,0.5008544921875,P-V
46,92,93,195343,224891,tensorflow,CWE-125,0,0,0.4892747104167938,0.4892747104167938,P-B
47,94,95,195385,224964,flatpak,CWE-276,1,1,0.5072855353355408,0.5072855353355408,P-V
48,96,97,195388,225062,postgres,CWE-522,0,0,0.4880775213241577,0.4880775213241577,P-B
49,98,99,195389,225086,tensorflow,CWE-617,1,1,0.5023727416992188,0.5020751953125,P-V
50,100,101,195391,225125,tensorflow,CWE-190,0,0,0.4973602890968323,0.4973602890968323,P-B
51,102,103,195398,225383,v4l2loopback,CWE-134,0,0,0.49385103583335876,0.4938815236091614,P-B
52,104,105,195399,225473,tensorflow,CWE-476,1,1,0.5071863532066345,0.5052869915962219,P-V
53,106,107,195402,225547,tensorflow,CWE-190,1,1,0.5041502714157104,0.504714846611023,P-V
54,108,109,195403,225552,tensorflow,CWE-190,1,1,0.5140725374221802,0.5142097473144531,P-V
55,110,111,195404,225563,tensorflow,CWE-369,0,1,0.4998779296875,0.50274658203125,P-R
56,112,113,195405,225566,ImageMagick6,CWE-190,1,1,0.5019378662109375,0.5019378662109375,P-V
57,114,115,195409,226029,gpac,CWE-476,1,0,0.5004425048828125,0.4988556206226349,P-C
58,116,117,195410,226433,tensorflow,CWE-476,0,1,0.4984283745288849,0.5008697509765625,P-R
59,118,119,195471,227022,weechat,CWE-476,1,1,0.5021820068359375,0.5019454956054688,P-V
60,120,121,195565,228563,hhvm,CWE-119,0,0,0.49849703907966614,0.4960404336452484,P-B
61,122,123,195626,229165,qemu,CWE-787,1,1,0.5126544833183289,0.5091237425804138,P-V
62,124,125,195629,229337,tensorflow,CWE-476,0,0,0.4995880126953125,0.498443603515625,P-B
63,126,127,195665,230302,njs,CWE-703,1,1,0.5023193359375,0.5023193359375,P-V
64,128,129,195670,230394,pjproject,CWE-703,0,0,0.4943697452545166,0.4943697452545166,P-B
65,130,131,195691,231012,mruby,CWE-703,1,1,0.501556396484375,0.501556396484375,P-V
66,132,133,195692,231048,FreeRTOS-Kernel,CWE-200,0,0,0.48750561475753784,0.487970769405365,P-B
67,134,135,195720,231710,mvfst,CWE-703,0,0,0.49586498737335205,0.49586498737335205,P-B
68,136,137,195740,232289,libjpeg,CWE-703,0,0,0.49356114864349365,0.4935230016708374,P-B
69,138,139,195741,232287,libjpeg,CWE-703,0,0,0.49554455280303955,0.49523937702178955,P-B
70,140,141,195742,232329,gpac,CWE-476,0,0,0.4910593032836914,0.49069321155548096,P-B
71,142,143,195752,232405,tensorflow,CWE-476,1,0,0.5006561279296875,0.4984130859375,P-C
72,144,145,195768,232839,tensorflow,CWE-703,1,1,0.501617431640625,0.5004425048828125,P-V
73,146,147,195800,233862,deark,CWE-369,1,1,0.5003204345703125,0.50018310546875,P-V
74,148,149,195801,233867,php-src,CWE-476,0,0,0.49240168929100037,0.49232542514801025,P-B
75,150,151,195908,234731,linux,CWE-703,0,0,0.49339330196380615,0.4932102560997009,P-B
76,152,153,195909,234875,ImageMagick,CWE-125,0,0,0.4992218017578125,0.4992218017578125,P-B
77,154,155,195954,235642,pjproject,CWE-787,1,0,0.5021209716796875,0.4992218017578125,P-C
78,156,157,195965,235765,tensorflow,CWE-787,1,1,0.5054776668548584,0.5054776668548584,P-V
79,158,159,195984,236125,gpac,CWE-703,1,1,0.5013885498046875,0.5032958388328552,P-V
80,160,161,196276,237885,lsquic,CWE-269,1,1,0.5040587186813354,0.5034331679344177,P-V
81,162,163,196316,238322,barebox,CWE-200,1,1,0.5045775175094604,0.5016021728515625,P-V
82,164,165,196328,238803,vim,CWE-416,0,0,0.4959794282913208,0.4959794282913208,P-B
83,166,167,196578,240276,vim,CWE-787,0,0,0.4979400932788849,0.4980926811695099,P-B
84,168,169,196587,240595,tensorflow,CWE-369,0,0,0.4996337890625,0.4996337890625,P-B
85,170,171,196611,241040,booth,CWE-284,0,0,0.4910593032836914,0.4910287857055664,P-B
86,172,173,196621,241311,mruby,CWE-787,1,1,0.5158485770225525,0.5131424069404602,P-V
87,174,175,196629,241369,tensorflow,CWE-354,1,1,0.500579833984375,0.50054931640625,P-V
88,176,177,196689,242619,tensorflow,CWE-703,1,1,0.5088263154029846,0.509306788444519,P-V
89,178,179,196691,242637,gpac,CWE-703,0,0,0.48997634649276733,0.48997634649276733,P-B
90,180,181,196698,242899,tensorflow,CWE-125,0,0,0.4979705810546875,0.4979705810546875,P-B
91,182,183,196705,242926,tensorflow,CWE-20,0,0,0.49467483162879944,0.4949113726615906,P-B
92,184,185,196790,245140,tensorflow,CWE-703,1,1,0.50079345703125,0.50079345703125,P-V
93,186,187,196801,245434,gpac,CWE-703,0,0,0.4944002628326416,0.4944002628326416,P-B
94,188,189,196829,245921,tensorflow,CWE-476,1,1,0.5084907412528992,0.5055768489837646,P-V
95,190,191,196834,246207,tensorflow,CWE-125,1,1,0.512029230594635,0.509772002696991,P-V
96,192,193,196841,246237,furnace,CWE-703,1,1,0.5005340576171875,0.5005340576171875,P-V
97,194,195,196846,246495,tensorflow,CWE-369,1,0,0.5037307143211365,0.4976196587085724,P-C
98,196,197,196860,246693,gpac,CWE-787,0,0,0.4930577278137207,0.4932407736778259,P-B
99,198,199,196885,247290,tensorflow,CWE-703,1,1,0.500030517578125,0.502044677734375,P-V
100,200,201,196889,247337,rpm,CWE-284,0,0,0.4945680499076843,0.4918677806854248,P-B
101,202,203,196893,247550,envoy,CWE-362,0,0,0.49859619140625,0.49859619140625,P-B
102,204,205,196894,247755,cryptopp,CWE-399,0,0,0.4910440444946289,0.48963311314582825,P-B
103,206,207,196993,249510,libjxl,CWE-369,1,1,0.501007080078125,0.501007080078125,P-V
104,208,209,197015,249989,gpac,CWE-476,0,0,0.4930882155895233,0.4926305413246155,P-B
105,210,211,197057,250692,drogon,CWE-552,1,1,0.502685546875,0.502838134765625,P-V
106,212,213,197095,251946,tensorflow,CWE-369,1,1,0.5060955882072449,0.5060955882072449,P-V
107,214,215,197111,252437,tinyexr,CWE-20,0,0,0.4979553520679474,0.4979553520679474,P-B
108,216,217,197128,253515,mruby,CWE-125,1,1,0.5006866455078125,0.5006866455078125,P-V
109,218,219,197135,253699,linux,CWE-703,0,0,0.4892137050628662,0.4892137050628662,P-B
110,220,221,197142,253970,tensorflow,CWE-476,1,0,0.5041884183883667,0.4995574951171875,P-C
111,222,223,197185,255032,FFmpeg,CWE-252,1,1,0.5025787353515625,0.5029373168945312,P-V
112,224,225,197223,255574,njs,CWE-787,1,1,0.5019454956054688,0.5021743774414062,P-V
113,226,227,197239,255787,tensorflow,CWE-20,1,1,0.5038146376609802,0.502410888671875,P-V
114,228,229,197242,255807,tensorflow,CWE-908,1,1,0.501007080078125,0.501007080078125,P-V
115,230,231,197247,255932,tensorflow,CWE-369,0,0,0.496589720249176,0.496589720249176,P-B
116,232,233,197262,256138,tensorflow,CWE-125,1,1,0.5000457763671875,0.501220703125,P-V
117,234,235,197305,256441,pjproject,CWE-200,0,0,0.49981689453125,0.4963837265968323,P-B
118,236,237,197318,256587,tensorflow,CWE-703,1,1,0.5135540962219238,0.5103134512901306,P-V
119,238,239,197326,256947,tensorflow,CWE-703,1,1,0.5017852783203125,0.5017852783203125,P-V
120,240,241,197359,257461,tensorflow,CWE-703,1,1,0.5006866455078125,0.5006866455078125,P-V
121,242,243,197395,258082,tensorflow,CWE-369,0,0,0.499481201171875,0.4975891709327698,P-B
122,244,245,197466,259081,tensorflow,CWE-476,1,0,0.500030517578125,0.499908447265625,P-C
123,246,247,197499,259515,gpac,CWE-416,0,0,0.4938815236091614,0.4938815236091614,P-B
124,248,249,197511,259619,libjpeg,CWE-787,1,1,0.5040130019187927,0.5038374662399292,P-V
125,250,251,197517,230147,glewlwyd,CWE-787,1,1,0.5051572918891907,0.504234254360199,P-V
126,252,253,197518,259732,tensorflow,CWE-703,1,0,0.5002288818359375,0.4996337890625,P-C
127,254,255,197565,261220,wolfMQTT,CWE-787,0,0,0.499908447265625,0.499908447265625,P-B
128,256,257,197593,261769,njs,CWE-416,1,1,0.5057904720306396,0.5059964060783386,P-V
129,258,259,197666,262721,njs,CWE-703,1,1,0.503623902797699,0.503623902797699,P-V
130,260,261,197719,262803,tensorflow,CWE-125,1,1,0.5031508803367615,0.5031508803367615,P-V
131,262,263,197748,263382,tensorflow,CWE-703,0,0,0.4951631426811218,0.4951631426811218,P-B
132,264,265,197760,263521,tensorflow,CWE-125,1,1,0.5056607723236084,0.5032348036766052,P-V
133,266,267,197796,187732,qemu,CWE-703,1,1,0.5049818754196167,0.5049818754196167,P-V
134,268,269,197801,264367,tensorflow,CWE-345,0,0,0.498809814453125,0.498809814453125,P-B
135,270,271,197824,264657,gpac,CWE-416,0,0,0.49498000741004944,0.4919898509979248,P-B
136,272,273,197826,264715,tensorflow,CWE-824,0,0,0.4936297833919525,0.4934467077255249,P-B
137,274,275,197893,265432,tensorflow,CWE-703,1,1,0.5115259885787964,0.504653811454773,P-V
138,276,277,197973,267357,crun,CWE-276,1,1,0.504043459892273,0.504043459892273,P-V
139,278,279,197998,267917,tensorflow,CWE-703,1,0,0.5000152587890625,0.499969482421875,P-C
140,280,281,198010,267985,radare2,CWE-125,0,0,0.49159321188926697,0.49159321188926697,P-B
141,282,283,198013,268104,tensorflow,CWE-703,0,0,0.498321533203125,0.4995269775390625,P-B
142,284,285,198116,269323,tensorflow,CWE-125,1,1,0.500152587890625,0.500152587890625,P-V
143,286,287,198117,269330,tensorflow,CWE-476,0,0,0.4892518222332001,0.4892518222332001,P-B
144,288,289,198161,269941,ImageMagick,CWE-125,1,1,0.5019073486328125,0.5019073486328125,P-V
145,290,291,198169,270119,tensorflow,CWE-369,1,1,0.51720130443573,0.5140343904495239,P-V
146,292,293,198239,270767,barebox,CWE-200,0,0,0.4919593036174774,0.4919593036174774,P-B
147,294,295,198259,270922,tensorflow,CWE-369,1,1,0.5002899169921875,0.500335693359375,P-V
148,296,297,198282,271526,tensorflow,CWE-369,0,0,0.49793246388435364,0.49793246388435364,P-B
149,298,299,198350,273091,owntone-server,CWE-416,1,1,0.501312255859375,0.5019073486328125,P-V
150,300,301,198374,273407,tensorflow,CWE-703,1,1,0.5031585693359375,0.5031585693359375,P-V
151,302,303,198399,273880,uftpd,CWE-787,0,0,0.49610912799835205,0.49618539214134216,P-B
152,304,305,198439,274773,mruby,CWE-288,1,1,0.501556396484375,0.501556396484375,P-V
153,306,307,198449,274814,pjproject,CWE-787,0,0,0.498931884765625,0.499847412109375,P-B
154,308,309,198452,274865,tensorflow,CWE-703,1,1,0.5049970746040344,0.5053861737251282,P-V
155,310,311,198476,275525,njs,CWE-416,1,1,0.5092000365257263,0.5088567733764648,P-V
156,312,313,198499,275987,micro-ecc,CWE-415,1,1,0.5014801025390625,0.5017242431640625,P-V
157,314,315,198523,276447,tensorflow,CWE-416,1,1,0.501495361328125,0.5005950927734375,P-V
158,316,317,198545,276921,u-boot,CWE-787,0,0,0.48845112323760986,0.48846641182899475,P-B
159,318,319,198556,276993,mruby,CWE-703,1,1,0.5005950927734375,0.5009918212890625,P-V
160,320,321,198566,277489,libmobi,CWE-787,0,0,0.49853515625,0.4986572563648224,P-B
161,322,323,198662,279948,vim,CWE-787,0,0,0.4918830394744873,0.4918830394744873,P-B
162,324,325,198692,281119,ipsec,CWE-125,0,0,0.4894653856754303,0.4894348680973053,P-B
163,326,327,198695,281247,MilkyTracker,CWE-787,0,0,0.4886799156665802,0.4880927503108978,P-B
164,328,329,198703,281662,LibRaw,CWE-189,0,0,0.4962769150733948,0.49636849761009216,P-B
165,330,331,198736,282862,linux,CWE-401,0,0,0.497344970703125,0.497344970703125,P-B
166,332,333,198743,282984,LuaJIT,CWE-125,0,0,0.49539199471473694,0.49552929401397705,P-B
167,334,335,198927,285157,radare2,CWE-125,0,0,0.48996105790138245,0.48996105790138245,P-B
168,336,337,198983,286739,swtpm,CWE-125,1,1,0.500640869140625,0.500823974609375,P-V
169,338,339,199159,289293,linux,CWE-362,0,0,0.4939730763435364,0.4941103756427765,P-B
170,340,341,199712,291761,linux,CWE-415,1,1,0.5122884511947632,0.5106795430183411,P-V
171,342,343,199767,292205,hexchat,CWE-22,0,0,0.49252375960350037,0.4918525218963623,P-B
172,344,345,199778,292609,puma,CWE-444,0,0,0.4907618761062622,0.4907618761062622,P-B
173,346,347,199833,293496,chafa,CWE-476,0,0,0.4999542236328125,0.4996185302734375,P-B
174,348,349,199836,293522,pjproject,CWE-125,1,1,0.5054318904876709,0.5043333768844604,P-V
175,350,351,199841,293750,radare2,CWE-476,0,0,0.4929356276988983,0.4929356276988983,P-B
176,352,353,199851,293939,vim,CWE-787,0,0,0.4977417290210724,0.4977417290210724,P-B
177,354,355,199952,295887,MilkyTracker,CWE-787,0,0,0.49151691794395447,0.49151691794395447,P-B
178,356,357,199984,296226,vim,CWE-416,0,0,0.49896240234375,0.4995269775390625,P-B
179,358,359,200113,299319,ImageMagick,CWE-787,1,1,0.5031051635742188,0.5029296278953552,P-V
180,360,361,200157,299905,exim,CWE-264,0,0,0.4971924424171448,0.4971924424171448,P-B
181,362,363,200163,299976,linux,CWE-200,0,0,0.49569711089134216,0.49574288725852966,P-B
182,364,365,200287,300731,linux,CWE-200,0,0,0.49237120151519775,0.49237120151519775,P-B
183,366,367,200305,301016,ghostpdl,CWE-787,0,0,0.4952012300491333,0.49514782428741455,P-B
184,368,369,200320,301429,samba,CWE-665,0,0,0.492615282535553,0.492615282535553,P-B
185,370,371,200323,301481,vim,CWE-787,0,0,0.4955826997756958,0.4955826997756958,P-B
186,372,373,200379,302095,radare2,CWE-476,0,0,0.4952241778373718,0.49496474862098694,P-B
187,374,375,200695,308163,linux,CWE-401,0,0,0.4975281059741974,0.4975433647632599,P-B
188,376,377,200781,309831,ncurses,CWE-787,0,0,0.4910287857055664,0.49094489216804504,P-B
189,378,379,200895,312399,vim,CWE-703,0,0,0.49507156014442444,0.4949495196342468,P-B
190,380,381,200934,313134,libvirt,CWE-212,0,0,0.4987335205078125,0.4991302490234375,P-B
191,382,383,200976,313850,vim,CWE-787,0,0,0.49385103583335876,0.49148643016815186,P-B
192,384,385,201007,314536,pjproject,CWE-787,0,0,0.4976501166820526,0.49610912799835205,P-B
193,386,387,201343,317271,linux,CWE-416,1,1,0.5125934481620789,0.5125248432159424,P-V
194,388,389,201353,318099,wireless-drivers,CWE-415,0,0,0.4930729866027832,0.4930729866027832,P-B
195,390,391,201382,318781,gerbv,CWE-787,0,0,0.49574288725852966,0.49574288725852966,P-B
196,392,393,201384,318962,vim,CWE-787,0,0,0.497283935546875,0.497283935546875,P-B
197,394,395,201451,319422,ImageMagick6,CWE-787,1,1,0.500335693359375,0.500335693359375,P-V
198,396,397,201872,325821,gnutls,CWE-310,0,0,0.49080002307891846,0.491181343793869,P-B
199,398,399,201885,326119,vim,CWE-416,0,0,0.49008306860923767,0.49008306860923767,P-B
200,400,401,201913,326629,libarchive,CWE-59,0,0,0.48788687586784363,0.4881156384944916,P-B
201,402,403,201925,326914,linux,CWE-476,0,0,0.494095116853714,0.4943544864654541,P-B
202,404,405,202081,328807,vim,CWE-787,1,1,0.5031127333641052,0.5031127333641052,P-V
203,406,407,202082,328836,radare2,CWE-125,0,0,0.4938357174396515,0.49220338463783264,P-B
204,408,409,202125,329925,cairo,CWE-787,0,0,0.4948122203350067,0.4948732256889343,P-B
205,410,411,202256,331760,qtbase,CWE-787,1,1,0.5020523071289062,0.5020523071289062,P-V
206,412,413,202276,332375,vim,CWE-787,0,0,0.4923330843448639,0.4923330843448639,P-B
207,414,415,202304,333041,vim,CWE-122,0,0,0.4917457699775696,0.491181343793869,P-B
208,416,417,202392,333503,php-src,CWE-119,0,0,0.49157795310020447,0.49156272411346436,P-B
209,418,419,202659,336106,net,CWE-125,0,0,0.49127286672592163,0.4928898811340332,P-B
210,420,421,202677,336484,qemu,CWE-369,1,1,0.501495361328125,0.500274658203125,P-V
211,422,423,202688,336807,ghostpdl,CWE-787,1,1,0.5082848072052002,0.5002288818359375,P-V
212,424,425,202708,337374,vim,CWE-476,0,0,0.49507156014442444,0.4946596622467041,P-B
213,426,427,202719,337848,linux,CWE-704,0,0,0.49537670612335205,0.4951631426811218,P-B
214,428,429,202748,338747,ImageMagick,CWE-772,1,1,0.5007476806640625,0.5007476806640625,P-V
215,430,431,202783,339712,php-src,CWE-119,0,0,0.4991912841796875,0.4944002628326416,P-B
216,432,433,202822,341817,ghostpdl,CWE-787,1,1,0.5015106201171875,0.5004425048828125,P-V
217,434,435,202888,343175,linux,CWE-787,0,0,0.49156272411346436,0.4915474057197571,P-B
218,436,437,202889,343158,linux,CWE-787,0,0,0.4930577278137207,0.49215760827064514,P-B
219,438,439,202892,343298,pure-ftpd,CWE-434,0,0,0.4981842041015625,0.4981842041015625,P-B
220,440,441,202943,344242,lua,CWE-787,1,1,0.5100237131118774,0.507415235042572,P-V
221,442,443,203614,345131,linux,CWE-703,0,0,0.4896712601184845,0.48972460627555847,P-B
222,444,445,203902,346415,vim,CWE-703,0,0,0.49220338463783264,0.492767870426178,P-B
223,446,447,204016,349259,squashfs-tools,CWE-200,0,0,0.4919287860393524,0.4917457699775696,P-B
224,448,449,204017,349259,squashfs-tools,CWE-200,0,0,0.4917457699775696,0.4917457699775696,P-B
225,450,451,204019,349251,squashfs-tools,CWE-200,0,0,0.49134910106658936,0.49134910106658936,P-B
226,452,453,204032,349528,linux,CWE-772,1,1,0.501434326171875,0.50018310546875,P-V
227,454,455,204036,349888,net,CWE-787,0,0,0.49226438999176025,0.49212712049484253,P-B
228,456,457,204073,351182,shapelib,CWE-415,1,1,0.5034789443016052,0.5033416152000427,P-V
229,458,459,204115,353015,openldap,CWE-617,0,0,0.48947298526763916,0.48947298526763916,P-B
230,460,461,204137,353124,poppler,CWE-369,0,0,0.4996337890625,0.4996337890625,P-B
231,462,463,204195,355014,pjproject,CWE-125,1,0,0.5006866455078125,0.4975738823413849,P-C
232,464,465,204243,355649,vim,CWE-787,0,0,0.49523937702178955,0.4939349293708801,P-B
233,466,467,204278,356170,firejail,CWE-94,0,0,0.4880470037460327,0.48721590638160706,P-B
234,468,469,204351,357668,squirrel,CWE-125,1,0,0.5001754760742188,0.4954759180545807,P-C
235,470,471,204412,359206,bpf,CWE-787,0,0,0.4927220642566681,0.4918677806854248,P-B
236,472,473,204425,359365,frr,CWE-125,0,0,0.4972686767578125,0.4975433647632599,P-B
237,474,475,204438,359843,ImageMagick,CWE-617,0,0,0.4984283745288849,0.4984283745288849,P-B
238,476,477,204495,360829,linux,CWE-193,0,0,0.4942019581794739,0.4942934811115265,P-B
239,478,479,204534,361303,admesh,CWE-125,1,1,0.5002899169921875,0.5002899169921875,P-V
240,480,481,204535,361298,admesh,CWE-125,1,1,0.503349244594574,0.5015716552734375,P-V
241,482,483,204544,361755,linux,CWE-416,0,0,0.49080002307891846,0.49080002307891846,P-B
242,484,485,204814,365760,linux,CWE-703,0,0,0.4920051097869873,0.4919287860393524,P-B
243,486,487,204830,366223,linux,CWE-200,0,0,0.4978637397289276,0.4963989853858948,P-B
244,488,489,205630,369215,linux,CWE-94,0,0,0.4891069233417511,0.4892137050628662,P-B
245,490,491,205734,371185,rizin,CWE-787,0,0,0.490372896194458,0.49022799730300903,P-B
246,492,493,205736,371226,linux,CWE-834,1,1,0.5190642476081848,0.5184547305107117,P-V
247,494,495,205806,372352,Singular,CWE-269,1,1,0.501617431640625,0.5016326904296875,P-V
248,496,497,205823,373535,ovs,CWE-401,1,1,0.5026702284812927,0.5026702284812927,P-V
249,498,499,206025,376350,evolution-data-server,CWE-200,1,0,0.5003204345703125,0.4947664439678192,P-C
250,500,501,206043,376678,gimp,CWE-125,1,1,0.5049741864204407,0.5049741864204407,P-V
251,502,503,206044,376682,tigervnc,CWE-672,1,1,0.502197265625,0.502197265625,P-V
252,504,505,206262,379334,vim,CWE-787,0,0,0.49163898825645447,0.49163898825645447,P-B
253,506,507,206273,379671,radare2,CWE-416,0,0,0.49067798256874084,0.49067798256874084,P-B
254,508,509,206417,380955,vim,CWE-787,0,0,0.4908915162086487,0.4908915162086487,P-B
255,510,511,206555,382797,php-src,CWE-119,0,0,0.498443603515625,0.4983367919921875,P-B
256,512,513,206588,383316,php-src,CWE-119,0,0,0.4917610287666321,0.4878564178943634,P-B
257,514,515,206625,384124,raptor,CWE-787,1,1,0.501617431640625,0.502227783203125,P-V
258,516,517,206639,384201,linux,CWE-703,0,0,0.4920508563518524,0.4920508563518524,P-B
259,518,519,206670,384677,nbdkit,CWE-924,0,0,0.499664306640625,0.499664306640625,P-B
260,520,521,206676,384767,vim,CWE-122,0,0,0.49562081694602966,0.4948122203350067,P-B
261,522,523,206677,384803,vim,CWE-703,0,0,0.4932941496372223,0.4932941496372223,P-B
262,524,525,206771,386565,qcad,CWE-191,1,1,0.5000457763671875,0.5000457763671875,P-V
263,526,527,206781,386750,linux,CWE-476,0,0,0.4910440444946289,0.4910440444946289,P-B
264,528,529,206815,387149,ImageMagick,CWE-125,1,1,0.501617431640625,0.501983642578125,P-V
265,530,531,206845,387593,linux,CWE-125,1,1,0.5020599365234375,0.5020751953125,P-V
266,532,533,206942,389676,vim,CWE-125,0,0,0.4902813732624054,0.4886799156665802,P-B
267,534,535,206946,389760,jasper,CWE-703,0,0,0.4974060654640198,0.4974060654640198,P-B
268,536,537,207068,391627,linux,CWE-120,0,1,0.49932861328125,0.500091552734375,P-R
269,538,539,207069,391628,linux,CWE-120,1,1,0.5001220703125,0.500823974609375,P-V
270,540,541,207150,393528,squirrel,CWE-703,1,1,0.5095813274383545,0.5091542601585388,P-V
271,542,543,207461,397644,autotrace,CWE-787,0,0,0.49528518319129944,0.49525463581085205,P-B
272,544,545,207520,398518,rizin,CWE-787,0,0,0.4920203685760498,0.4926305413246155,P-B
273,546,547,207700,400109,EternalTerminal,CWE-362,1,1,0.5115641355514526,0.5118690729141235,P-V
274,548,549,207703,400103,EternalTerminal,CWE-362,1,1,0.504531741142273,0.504531741142273,P-V
275,550,551,207719,400409,vim,CWE-787,0,0,0.4999542236328125,0.4999542236328125,P-B
276,552,553,207753,400735,linux,CWE-284,0,0,0.4930271506309509,0.4929051399230957,P-B
277,554,555,207754,400743,linux,CWE-284,0,0,0.492737352848053,0.492767870426178,P-B
278,556,557,207755,400779,php-src,CWE-200,0,0,0.4946443438529968,0.49389681220054626,P-B
279,558,559,207780,401034,radare2,CWE-703,0,0,0.49217286705970764,0.49217286705970764,P-B
280,560,561,207803,401579,linux,CWE-200,0,0,0.4931797683238983,0.4939730763435364,P-B
281,562,563,207804,401525,linux,CWE-200,1,0,0.50048828125,0.49380525946617126,P-C
282,564,565,207990,404192,pcre2,CWE-703,1,1,0.501129150390625,0.5010528564453125,P-V
283,566,567,208107,405333,linux,CWE-703,0,0,0.4925694763660431,0.49229493737220764,P-B
284,568,569,208115,405698,linux,CWE-703,0,0,0.4941409230232239,0.4941409230232239,P-B
