author_no_yes_correct,author_no_yes_pred,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,char_len,cwe,error_handling_keyword_count,idx,lifecycle_keyword_count,line_count,memory_api_count,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,project,retrieval_pos_neg_margin_max,retrieval_top1_score,target,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred
0,1,0,1,3,2940,CWE-200,5,231048,0,58,0,1,0,1,1,0,0,1,FreeRTOS-Kernel,-0.0006622076034545898,0.9064436554908752,0,450,0,1,0,1
1,0,0,1,1,3434,CWE-703,0,231710,0,83,0,0,0,1,1,0,1,0,mvfst,0.004237353801727295,0.9019692540168762,0,593,0,1,0,1
0,1,0,1,1,1471,CWE-369,0,233862,0,49,0,0,0,1,1,0,1,0,deark,0.0006301999092102051,0.9487913846969604,0,456,0,1,0,1
0,1,0,1,2,1097,CWE-787,4,235642,4,42,0,0,1,0,1,0,0,1,pjproject,-0.001208961009979248,0.9533566236495972,0,273,0,1,0,1
0,1,0,1,12,18162,CWE-416,103,238803,3,684,2,43,0,1,1,0,0,1,vim,0.005884289741516113,0.9577686786651611,0,4309,0,1,0,1
1,0,0,1,3,517,CWE-703,1,242619,1,17,0,1,1,0,1,0,0,1,tensorflow,0.0,0.9504944682121277,0,136,0,1,1,0
0,1,0,1,16,12980,CWE-703,3,246237,0,281,0,0,0,1,1,0,1,0,furnace,0.0039899349212646484,0.9327089786529541,0,2945,0,1,0,1
0,1,0,1,11,2972,CWE-362,3,247550,10,62,0,2,0,1,1,0,1,0,envoy,0.0003101229667663574,0.9403511881828308,0,632,0,1,0,1
0,1,0,1,0,4315,CWE-369,3,251946,1,92,0,3,1,0,1,0,1,0,tensorflow,0.0016223788261413574,0.9095786809921265,0,761,0,1,0,1
0,1,0,1,2,2375,CWE-703,1,256947,0,58,0,0,1,0,1,0,1,0,tensorflow,0.0002384781837463379,0.9412029981613159,0,454,0,1,0,1
0,1,0,1,7,5002,CWE-703,6,257461,0,125,0,1,0,1,1,0,1,0,tensorflow,0.012466609477996826,0.9268859028816223,0,958,0,1,0,1
0,1,0,1,5,3979,CWE-476,4,259081,2,97,1,2,1,0,1,0,0,1,tensorflow,0.0033867955207824707,0.9425183534622192,0,669,0,1,0,1
1,0,0,1,4,1217,CWE-787,4,259619,0,34,2,2,1,0,1,0,1,0,libjpeg,0.004355490207672119,0.9436853528022766,0,218,0,1,0,1
0,1,0,1,1,1410,CWE-416,5,261769,1,55,7,2,0,1,1,0,0,1,njs,0.008463680744171143,0.9184064865112305,0,306,0,1,0,1
0,1,0,1,1,1424,CWE-125,8,263521,0,35,0,0,1,0,1,0,0,1,tensorflow,0.0020111799240112305,0.9496238231658936,0,257,0,1,0,1
1,0,0,1,5,3362,CWE-276,17,267357,0,93,1,6,1,0,1,0,0,1,crun,0.0033065080642700195,0.94010329246521,0,587,0,1,0,1
0,1,0,1,22,11370,CWE-703,5,268104,0,236,2,3,0,1,1,0,1,0,tensorflow,0.0022434592247009277,0.9522072076797485,0,1995,0,1,0,1
0,1,0,1,1,2071,CWE-416,8,275525,0,77,0,0,1,0,1,0,1,0,njs,0.0010112524032592773,0.9546932578086853,0,424,0,1,0,1
0,1,0,1,0,3068,CWE-415,6,275987,2,82,0,0,0,1,1,0,0,1,micro-ecc,0.0,0.9337565898895264,0,665,0,1,0,1
0,1,0,1,13,2212,CWE-787,11,276921,0,106,1,3,0,1,1,0,0,1,u-boot,0.0013740062713623047,0.9448509216308594,0,556,0,1,0,1
0,1,0,1,8,1845,CWE-703,1,276993,0,70,0,0,0,1,1,0,0,1,mruby,0.005135953426361084,0.9745779633522034,0,447,0,1,0,1
0,1,0,1,1,1412,CWE-125,11,282984,0,51,0,1,1,0,1,0,1,0,LuaJIT,0.008090615272521973,0.9297592043876648,0,341,0,1,0,1
0,1,0,1,3,1681,CWE-476,13,293750,0,72,0,3,0,1,1,0,1,0,radare2,0.0013915300369262695,0.9361079931259155,0,364,0,1,0,1
0,1,0,1,0,1303,CWE-703,18,312399,1,52,0,7,1,0,1,0,1,0,vim,-0.0018973350524902344,0.9445793628692627,0,310,0,1,0,1
0,1,0,1,0,203,CWE-416,3,317271,0,6,0,1,1,0,1,0,1,0,linux,-0.007439255714416504,0.9385791420936584,0,34,0,1,1,0
0,1,0,1,1,1400,CWE-415,7,318099,0,58,3,0,1,0,1,0,1,0,wireless-drivers,5.9664249420166016e-05,0.9648504853248596,0,269,0,1,0,1
0,1,0,1,30,20005,CWE-787,87,328807,14,766,6,29,0,1,1,0,1,0,vim,0.004342079162597656,0.9414843916893005,0,4749,0,1,0,1
0,1,0,1,4,9188,CWE-787,4,331760,0,235,1,1,0,1,1,0,0,1,qtbase,0.002602994441986084,0.9106588959693909,0,1922,0,1,0,1
0,1,0,1,21,2775,CWE-703,11,346415,0,117,0,2,0,1,1,0,0,1,vim,0.003966808319091797,0.9495038986206055,0,767,0,1,0,1
1,0,0,1,11,6349,CWE-787,33,355649,3,283,1,8,1,0,1,0,1,0,vim,0.02394646406173706,0.9813725352287292,0,1528,0,1,1,0
0,1,0,1,3,9168,CWE-787,33,379334,3,364,0,11,0,1,1,0,0,1,vim,0.0052356719970703125,0.9511356353759766,0,2115,0,1,0,1
1,0,0,1,0,5476,CWE-416,28,379671,8,177,8,8,0,1,1,0,1,0,radare2,0.0028003454208374023,0.9434003829956055,0,1473,0,1,0,1
0,1,0,1,2,4234,CWE-703,4,389760,0,170,1,0,0,1,1,0,1,0,jasper,0.005607903003692627,0.9437704682350159,0,871,0,1,0,1
0,1,0,1,16,1080,CWE-284,4,400743,0,48,0,0,0,1,1,0,0,1,linux,0.014208376407623291,0.9764875173568726,0,284,0,1,0,1
0,1,0,1,0,954,CWE-703,4,405333,0,47,0,0,0,1,1,0,1,0,linux,0.002516627311706543,0.9549126625061035,0,258,0,1,0,1
0,1,0,1,10,17737,CWE-399,149,411896,0,536,3,21,0,1,1,0,1,0,tor,0.012594461441040039,0.9442147612571716,0,3819,0,1,0,1
0,1,0,1,14,13253,CWE-416,41,413623,6,466,7,11,1,0,1,0,0,1,radare2,0.010909676551818848,0.9638922214508057,0,3196,0,1,0,1
0,1,0,1,0,251,CWE-416,0,417093,4,17,4,0,1,0,1,0,1,0,MilkyTracker,-0.009276151657104492,0.9147615432739258,0,60,0,1,0,1
0,1,0,1,1,1036,CWE-362,4,430380,0,38,2,0,0,1,1,0,0,1,linux,0.0030843615531921387,0.9207637310028076,0,241,0,1,0,1
0,1,0,1,0,3868,CWE-125,15,436990,0,186,0,7,1,0,1,0,1,0,vim,-0.0011807084083557129,0.9111355543136597,0,994,0,1,1,0
0,1,0,1,1,1579,CWE-415,12,437003,0,64,1,2,0,1,1,0,0,1,linux,0.004319906234741211,0.959571361541748,0,390,0,1,0,1
1,0,0,1,10,22967,CWE-416,114,443298,12,761,0,32,1,0,1,0,1,0,vim,0.012569904327392578,0.9365551471710205,0,4682,0,1,1,0
0,1,0,1,0,535,CWE-416,2,446096,0,24,0,1,0,1,1,0,0,1,linux,0.001225590705871582,0.9620147943496704,0,116,0,1,0,1
1,0,0,1,15,2818,CWE-17,20,447231,0,117,1,6,1,0,1,0,1,0,php-src,-0.003058195114135742,0.9999998807907104,0,866,0,1,0,1
0,1,0,1,0,334,CWE-703,8,459029,0,15,0,2,0,1,1,0,1,0,varnish-cache,-0.00030344724655151367,0.9350684285163879,0,111,0,1,1,0
0,1,0,1,11,3416,CWE-732,15,463134,1,106,2,3,1,0,1,0,1,0,cyrus-imapd,0.00784599781036377,0.9543605446815491,0,720,0,1,0,1
1,0,0,1,0,3727,CWE-754,14,468349,1,113,0,3,0,1,1,0,1,0,glib,0.004388570785522461,0.9401930570602417,0,594,0,1,0,1
0,1,0,1,16,6730,CWE-787,10,471902,3,248,1,3,0,1,1,0,0,1,vim,0.0052220821380615234,0.9512767195701599,0,1625,0,1,0,1
0,1,0,1,3,2262,CWE-416,21,472123,1,86,0,3,1,0,1,0,1,0,linux,-6.622076034545898e-05,0.9527409672737122,0,540,0,1,0,1
0,1,0,1,2,2382,CWE-125,7,475987,2,81,2,0,0,1,1,0,0,1,chafa,0.004796385765075684,0.9562021493911743,0,507,0,1,0,1
0,1,0,1,18,11424,CWE-476,31,476103,1,425,3,4,0,1,1,0,0,1,linux,0.006694197654724121,0.9558824300765991,0,2591,0,1,0,1
0,1,0,1,3,2357,CWE-401,16,481267,0,83,0,0,1,0,1,0,1,0,linux,0.002170741558074951,0.9692442417144775,0,630,0,1,0,1
0,1,0,1,31,82226,CWE-120,85,486837,13,1990,4,37,0,1,1,0,0,1,perl5,0.008984386920928955,0.9515604972839355,0,13594,0,1,0,1
0,1,0,1,2,397,CWE-20,2,489124,0,12,0,0,0,1,1,0,1,0,linux-2.6,-0.007460832595825195,0.9386248588562012,0,64,0,1,1,0
0,1,0,1,21,2383,CWE-119,10,497809,0,82,0,1,0,1,1,0,1,0,grep,-0.013738155364990234,0.9999998807907104,0,656,0,1,0,1
0,1,0,1,10,10827,CWE-125,157,507778,2,318,1,37,0,1,1,0,0,1,openssl,0.0076334476470947266,0.9596515893936157,0,1947,0,1,0,1
0,1,0,1,2,5121,CWE-617,1,514292,0,151,1,0,0,1,1,0,0,1,server,0.006985127925872803,0.9360689520835876,0,982,0,1,0,1
0,1,0,1,5,6485,CWE-120,36,522329,3,250,3,1,0,1,1,0,0,1,libMeshb,0.003798842430114746,0.9510483741760254,0,1842,0,1,0,1
