pair_id,vuln_row_id,fixed_row_id,vuln_idx,fixed_idx,project,cwe,vuln_pred,fixed_pred,vuln_prob_yes,fixed_prob_yes,pair_outcome
133,266,267,197796,187732,qemu,CWE-703,1,1,0.5049208402633667,0.5049208402633667,P-V
134,268,269,197801,264367,tensorflow,CWE-345,1,1,0.5015487670898438,0.5015487670898438,P-V
135,270,271,197824,264657,gpac,CWE-416,1,1,0.5071139335632324,0.5008392333984375,P-V
136,272,273,197826,264715,tensorflow,CWE-824,0,0,0.4985504150390625,0.49854278564453125,P-B
137,274,275,197893,265432,tensorflow,CWE-703,1,1,0.5141916275024414,0.5104374289512634,P-V
138,276,277,197973,267357,crun,CWE-276,1,1,0.5036010146141052,0.5036010146141052,P-V
139,278,279,197998,267917,tensorflow,CWE-703,1,1,0.5007476806640625,0.5008087158203125,P-V
140,280,281,198010,267985,radare2,CWE-125,0,0,0.49861907958984375,0.49861907958984375,P-B
141,282,283,198013,268104,tensorflow,CWE-703,0,1,0.4993438720703125,0.5004730224609375,P-R
142,284,285,198116,269323,tensorflow,CWE-125,1,1,0.5010757446289062,0.5010757446289062,P-V
143,286,287,198117,269330,tensorflow,CWE-476,0,0,0.4966354966163635,0.4966354966163635,P-B
144,288,289,198161,269941,ImageMagick,CWE-125,1,1,0.5040549039840698,0.5040549039840698,P-V
145,290,291,198169,270119,tensorflow,CWE-369,1,1,0.5207762122154236,0.5176652073860168,P-V
146,292,293,198239,270767,barebox,CWE-200,1,1,0.5006027221679688,0.5006027221679688,P-V
147,294,295,198259,270922,tensorflow,CWE-369,1,1,0.5021361708641052,0.5033568739891052,P-V
148,296,297,198282,271526,tensorflow,CWE-369,1,1,0.501556396484375,0.501556396484375,P-V
149,298,299,198350,273091,owntone-server,CWE-416,1,1,0.5023002624511719,0.5032843947410583,P-V
150,300,301,198374,273407,tensorflow,CWE-703,1,1,0.503654420375824,0.503654420375824,P-V
151,302,303,198399,273880,uftpd,CWE-787,1,1,0.505267858505249,0.5052564144134521,P-V
152,304,305,198439,274773,mruby,CWE-288,1,1,0.5026626586914062,0.5026626586914062,P-V
153,306,307,198449,274814,pjproject,CWE-787,1,1,0.50250244140625,0.502532958984375,P-V
154,308,309,198452,274865,tensorflow,CWE-703,1,1,0.5058209896087646,0.5050542950630188,P-V
155,310,311,198476,275525,njs,CWE-416,1,1,0.5058438777923584,0.505450963973999,P-V
156,312,313,198499,275987,micro-ecc,CWE-415,1,1,0.5069003701210022,0.504112184047699,P-V
157,314,315,198523,276447,tensorflow,CWE-416,1,1,0.502830445766449,0.5019035339355469,P-V
158,316,317,198545,276921,u-boot,CWE-787,0,0,0.49860382080078125,0.49858856201171875,P-B
159,318,319,198556,276993,mruby,CWE-703,1,1,0.5018501281738281,0.5026168823242188,P-V
160,320,321,198566,277489,libmobi,CWE-787,1,1,0.503410279750824,0.504226565361023,P-V
161,322,323,198662,279948,vim,CWE-787,0,0,0.49964141845703125,0.49964141845703125,P-B
162,324,325,198692,281119,ipsec,CWE-125,1,0,0.5001144409179688,0.4996185302734375,P-C
163,326,327,198695,281247,MilkyTracker,CWE-787,0,0,0.4990386962890625,0.4983367919921875,P-B
164,328,329,198703,281662,LibRaw,CWE-189,1,1,0.5033530592918396,0.5032767653465271,P-V
165,330,331,198736,282862,linux,CWE-401,1,1,0.5085383653640747,0.5083457827568054,P-V
166,332,333,198743,282984,LuaJIT,CWE-125,1,1,0.5013885498046875,0.5013885498046875,P-V
167,334,335,198927,285157,radare2,CWE-125,1,1,0.5006942749023438,0.5006942749023438,P-V
168,336,337,198983,286739,swtpm,CWE-125,1,1,0.501007080078125,0.5012893676757812,P-V
169,338,339,199159,289293,linux,CWE-362,1,1,0.5008544921875,0.5006942749023438,P-V
170,340,341,199712,291761,linux,CWE-415,1,1,0.5217662453651428,0.519029974937439,P-V
171,342,343,199767,292205,hexchat,CWE-22,1,0,0.5010223388671875,0.499359130859375,P-C
172,344,345,199778,292609,puma,CWE-444,0,0,0.49999237060546875,0.49999237060546875,P-B
173,346,347,199833,293496,chafa,CWE-476,1,1,0.5017166137695312,0.5016403198242188,P-V
174,348,349,199836,293522,pjproject,CWE-125,1,1,0.5133234858512878,0.5112018585205078,P-V
175,350,351,199841,293750,radare2,CWE-476,1,1,0.5013885498046875,0.5013885498046875,P-V
176,352,353,199851,293939,vim,CWE-787,1,1,0.5009078979492188,0.5009078979492188,P-V
177,354,355,199952,295887,MilkyTracker,CWE-787,0,0,0.499969482421875,0.499969482421875,P-B
178,356,357,199984,296226,vim,CWE-416,1,1,0.5023193359375,0.50225830078125,P-V
179,358,359,200113,299319,ImageMagick,CWE-787,1,1,0.5033950209617615,0.5033034682273865,P-V
180,360,361,200157,299905,exim,CWE-264,1,1,0.5026397705078125,0.5026397705078125,P-V
181,362,363,200163,299976,linux,CWE-200,1,1,0.5057751536369324,0.5059048533439636,P-V
182,364,365,200287,300731,linux,CWE-200,1,1,0.5016403198242188,0.5016403198242188,P-V
183,366,367,200305,301016,ghostpdl,CWE-787,1,1,0.50152587890625,0.5014495849609375,P-V
184,368,369,200320,301429,samba,CWE-665,0,0,0.49962615966796875,0.49962615966796875,P-B
185,370,371,200323,301481,vim,CWE-787,1,1,0.5016250610351562,0.5016250610351562,P-V
186,372,373,200379,302095,radare2,CWE-476,1,1,0.5078004002571106,0.5075144171714783,P-V
187,374,375,200695,308163,linux,CWE-401,1,1,0.5085631608963013,0.5085707902908325,P-V
188,376,377,200781,309831,ncurses,CWE-787,1,1,0.50067138671875,0.500823974609375,P-V
189,378,379,200895,312399,vim,CWE-703,1,1,0.5013046264648438,0.5014266967773438,P-V
190,380,381,200934,313134,libvirt,CWE-212,1,1,0.5000381469726562,0.5002822875976562,P-V
191,382,383,200976,313850,vim,CWE-787,1,1,0.5033530592918396,0.501922607421875,P-V
192,384,385,201007,314536,pjproject,CWE-787,1,1,0.5038146376609802,0.502532958984375,P-V
193,386,387,201343,317271,linux,CWE-416,1,1,0.5191270709037781,0.5195122361183167,P-V
194,388,389,201353,318099,wireless-drivers,CWE-415,1,1,0.5009689331054688,0.5009689331054688,P-V
195,390,391,201382,318781,gerbv,CWE-787,1,1,0.500457763671875,0.500457763671875,P-V
196,392,393,201384,318962,vim,CWE-787,1,1,0.5088797211647034,0.508761465549469,P-V
197,394,395,201451,319422,ImageMagick6,CWE-787,1,1,0.5028151869773865,0.5028151869773865,P-V
198,396,397,201872,325821,gnutls,CWE-310,1,1,0.5004959106445312,0.5002365112304688,P-V
199,398,399,201885,326119,vim,CWE-416,0,0,0.49653246998786926,0.49653246998786926,P-B
200,400,401,201913,326629,libarchive,CWE-59,0,0,0.49810791015625,0.4978485405445099,P-B
201,402,403,201925,326914,linux,CWE-476,1,1,0.5036658644676208,0.5031737685203552,P-V
202,404,405,202081,328807,vim,CWE-787,1,1,0.5037536025047302,0.5037536025047302,P-V
203,406,407,202082,328836,radare2,CWE-125,1,1,0.5051878094673157,0.5005569458007812,P-V
204,408,409,202125,329925,cairo,CWE-787,1,1,0.5010604858398438,0.5013809204101562,P-V
205,410,411,202256,331760,qtbase,CWE-787,1,1,0.503227174282074,0.503227174282074,P-V
206,412,413,202276,332375,vim,CWE-787,0,0,0.4994964599609375,0.4994964599609375,P-B
207,414,415,202304,333041,vim,CWE-122,1,1,0.5019454956054688,0.5015640258789062,P-V
208,416,417,202392,333503,php-src,CWE-119,1,1,0.5051611065864563,0.5054624080657959,P-V
209,418,419,202659,336106,net,CWE-125,0,0,0.4981384575366974,0.4998626708984375,P-B
210,420,421,202677,336484,qemu,CWE-369,1,1,0.501800537109375,0.5005645751953125,P-V
211,422,423,202688,336807,ghostpdl,CWE-787,1,1,0.5130985975265503,0.506290078163147,P-V
212,424,425,202708,337374,vim,CWE-476,1,1,0.5059849619865417,0.505901038646698,P-V
213,426,427,202719,337848,linux,CWE-704,1,1,0.503593385219574,0.5035094618797302,P-V
214,428,429,202748,338747,ImageMagick,CWE-772,1,1,0.5039328932762146,0.5039328932762146,P-V
215,430,431,202783,339712,php-src,CWE-119,1,1,0.5113810896873474,0.5069499611854553,P-V
216,432,433,202822,341817,ghostpdl,CWE-787,1,1,0.504073977470398,0.5033110976219177,P-V
217,434,435,202888,343175,linux,CWE-787,0,0,0.49997711181640625,0.499542236328125,P-B
218,436,437,202889,343158,linux,CWE-787,1,1,0.5007400512695312,0.500335693359375,P-V
219,438,439,202892,343298,pure-ftpd,CWE-434,1,1,0.5012359619140625,0.5012359619140625,P-V
220,440,441,202943,344242,lua,CWE-787,1,1,0.514509916305542,0.5115145444869995,P-V
221,442,443,203614,345131,linux,CWE-703,1,1,0.5003433227539062,0.50042724609375,P-V
222,444,445,203902,346415,vim,CWE-703,0,0,0.499267578125,0.49983978271484375,P-B
223,446,447,204016,349259,squashfs-tools,CWE-200,0,0,0.49936676025390625,0.49947357177734375,P-B
224,448,449,204017,349259,squashfs-tools,CWE-200,0,0,0.49947357177734375,0.49947357177734375,P-B
225,450,451,204019,349251,squashfs-tools,CWE-200,0,0,0.4993133544921875,0.4993133544921875,P-B
226,452,453,204032,349528,linux,CWE-772,1,1,0.5121626853942871,0.5106909871101379,P-V
227,454,455,204036,349888,net,CWE-787,1,1,0.5002670288085938,0.5008087158203125,P-V
228,456,457,204073,351182,shapelib,CWE-415,1,1,0.5112895965576172,0.5112991333007812,P-V
229,458,459,204115,353015,openldap,CWE-617,0,0,0.4990081787109375,0.4990081787109375,P-B
230,460,461,204137,353124,poppler,CWE-369,1,1,0.5025711059570312,0.5025711059570312,P-V
231,462,463,204195,355014,pjproject,CWE-125,1,1,0.5073084235191345,0.5054624080657959,P-V
232,464,465,204243,355649,vim,CWE-787,0,0,0.4987945556640625,0.499786376953125,P-B
233,466,467,204278,356170,firejail,CWE-94,1,1,0.5023651123046875,0.5011367797851562,P-V
234,468,469,204351,357668,squirrel,CWE-125,1,1,0.5022430419921875,0.5017471313476562,P-V
235,470,471,204412,359206,bpf,CWE-787,1,0,0.5039214491844177,0.499237060546875,P-C
236,472,473,204425,359365,frr,CWE-125,1,1,0.5023574829101562,0.5027847290039062,P-V
237,474,475,204438,359843,ImageMagick,CWE-617,1,1,0.5021209716796875,0.5021209716796875,P-V
238,476,477,204495,360829,linux,CWE-193,1,1,0.5068774819374084,0.5068545937538147,P-V
239,478,479,204534,361303,admesh,CWE-125,1,1,0.5034636855125427,0.5034636855125427,P-V
240,480,481,204535,361298,admesh,CWE-125,1,1,0.5102295875549316,0.5080616474151611,P-V
241,482,483,204544,361755,linux,CWE-416,1,1,0.5001983642578125,0.5001983642578125,P-V
242,484,485,204814,365760,linux,CWE-703,1,1,0.5046613812446594,0.5047529935836792,P-V
243,486,487,204830,366223,linux,CWE-200,1,1,0.5092991590499878,0.5065914392471313,P-V
244,488,489,205630,369215,linux,CWE-94,0,0,0.49900054931640625,0.4990234375,P-B
245,490,491,205734,371185,rizin,CWE-787,1,1,0.5027770400047302,0.5024566650390625,P-V
246,492,493,205736,371226,linux,CWE-834,1,1,0.5247333645820618,0.5238466858863831,P-V
247,494,495,205806,372352,Singular,CWE-269,1,1,0.50286865234375,0.5033263564109802,P-V
248,496,497,205823,373535,ovs,CWE-401,1,1,0.5026931762695312,0.5026931762695312,P-V
249,498,499,206025,376350,evolution-data-server,CWE-200,1,1,0.5142325758934021,0.508063554763794,P-V
250,500,501,206043,376678,gimp,CWE-125,1,1,0.5052374005317688,0.5052374005317688,P-V
251,502,503,206044,376682,tigervnc,CWE-672,1,1,0.5045164823532104,0.5045164823532104,P-V
252,504,505,206262,379334,vim,CWE-787,0,0,0.49864959716796875,0.49864959716796875,P-B
253,506,507,206273,379671,radare2,CWE-416,1,1,0.5008621215820312,0.5008621215820312,P-V
254,508,509,206417,380955,vim,CWE-787,0,0,0.49723052978515625,0.49723052978515625,P-B
255,510,511,206555,382797,php-src,CWE-119,1,1,0.5100846886634827,0.510141909122467,P-V
256,512,513,206588,383316,php-src,CWE-119,1,0,0.5029906630516052,0.499603271484375,P-C
257,514,515,206625,384124,raptor,CWE-787,1,1,0.5041579008102417,0.504440188407898,P-V
258,516,517,206639,384201,linux,CWE-703,1,1,0.50018310546875,0.50018310546875,P-V
259,518,519,206670,384677,nbdkit,CWE-924,1,1,0.501251220703125,0.501251220703125,P-V
260,520,521,206676,384767,vim,CWE-122,0,0,0.49983978271484375,0.499725341796875,P-B
261,522,523,206677,384803,vim,CWE-703,0,0,0.49957275390625,0.49957275390625,P-B
262,524,525,206771,386565,qcad,CWE-191,1,1,0.5025558471679688,0.5025558471679688,P-V
263,526,527,206781,386750,linux,CWE-476,1,1,0.5004119873046875,0.5004119873046875,P-V
264,528,529,206815,387149,ImageMagick,CWE-125,1,1,0.5032196044921875,0.5030211806297302,P-V
265,530,531,206845,387593,linux,CWE-125,1,1,0.5146137475967407,0.5144422054290771,P-V
266,532,533,206942,389676,vim,CWE-125,0,0,0.49768826365470886,0.49686434864997864,P-B
267,534,535,206946,389760,jasper,CWE-703,1,1,0.501556396484375,0.501556396484375,P-V
268,536,537,207068,391627,linux,CWE-120,1,1,0.5090703368186951,0.5094326138496399,P-V
269,538,539,207069,391628,linux,CWE-120,1,1,0.5104278922080994,0.5108511447906494,P-V
270,540,541,207150,393528,squirrel,CWE-703,1,1,0.5106757283210754,0.5106604695320129,P-V
271,542,543,207461,397644,autotrace,CWE-787,1,1,0.5005874633789062,0.5006103515625,P-V
272,544,545,207520,398518,rizin,CWE-787,0,1,0.5,0.5003509521484375,P-R
273,546,547,207700,400109,EternalTerminal,CWE-362,1,1,0.5167469382286072,0.515289306640625,P-V
274,548,549,207703,400103,EternalTerminal,CWE-362,1,1,0.5072874426841736,0.5075582265853882,P-V
275,550,551,207719,400409,vim,CWE-787,1,1,0.5077546238899231,0.5070681571960449,P-V
276,552,553,207753,400735,linux,CWE-284,1,1,0.504173219203949,0.5040969252586365,P-V
277,554,555,207754,400743,linux,CWE-284,1,1,0.5046271085739136,0.5045355558395386,P-V
278,556,557,207755,400779,php-src,CWE-200,1,1,0.5015640258789062,0.5016250610351562,P-V
279,558,559,207780,401034,radare2,CWE-703,1,1,0.5017852783203125,0.5017852783203125,P-V
280,560,561,207803,401579,linux,CWE-200,0,0,0.49958038330078125,0.499847412109375,P-B
281,562,563,207804,401525,linux,CWE-200,1,1,0.5082848072052002,0.5036620497703552,P-V
282,564,565,207990,404192,pcre2,CWE-703,1,1,0.502227783203125,0.501251220703125,P-V
283,566,567,208107,405333,linux,CWE-703,0,0,0.49981689453125,0.49977874755859375,P-B
284,568,569,208115,405698,linux,CWE-703,1,1,0.5019416809082031,0.5019416809082031,P-V
