idx,paired_idx,target,project,cwe,group,primary_category,categories,repair_signal,has_added_guard,has_added_error_handling,has_api_replacement,has_state_or_lifetime_repair,changed_line_count,changed_region_count,char_len,line_count,patch_margin,patch_closer_side,added_lines,changed_line_ratio,changed_lines,diff_excerpt,has_bounds_or_shape_repair,patch_pair_cwe,patch_pair_project,pred_pattern,removed_lines
230302,195665,0,njs,CWE-703,target0_all_wrong_hard_negative,other,other,added_guard,1,0,0,0,3,1,4486,160,0.9062086939811707,vulnerable,"
} else {
if (deleted->object.fast_array) {
njs_set_invalid(&deleted->start[i]);
}",0.01875,"L81: } else {
L82: if (deleted->object.fast_array) {
L83: njs_set_invalid(&deleted->start[i]);","--- vuln 195665
+++ fixed 230302
@@ -78,4 +78,9 @@
                     return ret;
                 }
+
+            } else {
+                if (deleted->object.fast_array) {
+                    njs_set_invalid(&deleted->start[i]);
+                }
             }
         }",0,CWE-787,php-src,1|1|1|1|1|1,
230394,195670,0,pjproject,CWE-703,target0_all_wrong_hard_negative,other,other,weak_or_unknown,0,0,0,0,1,1,3343,123,-0.020649969577789307,fixed,"
pj_scan_advance_n(scanner, 1, PJ_FALSE);",0.00813,"L101: pj_scan_advance_n(scanner, 1, PJ_FALSE);","--- vuln 195670
+++ fixed 230394
@@ -98,4 +98,6 @@
 	while (pj_scan_strcmp(scanner, ""]]>"", 3)) {
 	    pj_str_t dummy;
+
+	    pj_scan_advance_n(scanner, 1, PJ_FALSE);
 	    pj_scan_get_until_ch(scanner, ']', &dummy);
 	}",0,CWE-20,openssh-portable,1|1|1|1|1|1,
231012,195691,0,mruby,CWE-703,target0_all_wrong_hard_negative,other,other,added_guard,1,0,0,0,1,1,51202,1841,0.9232344627380371,vulnerable,if ((target_class->flags & MRB_FL_CLASS_IS_PREPENDED) || target_class->tt == MRB_TT_MODULE) {,0.000543,L554: if ((target_class->flags & MRB_FL_CLASS_IS_PREPENDED) || target_class->tt == MRB_TT_MODULE) {,"--- vuln 195691
+++ fixed 231012
@@ -552,8 +552,5 @@
         goto L_RAISE;
       }
-      if (target_class->flags & MRB_FL_CLASS_IS_PREPENDED) {
-        target_class = mrb_vm_ci_target_class(ci);
-      }
-      else if (target_class->tt == MRB_TT_MODULE) {
+      if ((target_class->flags & MRB_FL_CLASS_IS_PREPENDED) || target_class->tt == MRB_TT_MODULE) {
         target_class = mrb_vm_ci_target_class(ci);
         if (!target_class || target_class->tt != MRB_TT_ICLASS) {",0,CWE-362,linux,1|1|1|1|1|1,"if (target_class->flags & MRB_FL_CLASS_IS_PREPENDED) {
target_class = mrb_vm_ci_target_class(ci);
}
else if (target_class->tt == MRB_TT_MODULE) {"
232287,195741,0,libjpeg,CWE-703,target0_all_wrong_hard_negative,assert_dos,assert_dos|bounds_size|null_check|error_handling,added_guard|added_error_handling,1,1,0,0,2,1,5449,151,0.9029065370559692,vulnerable,"
if (lines == 0)
return false;",0.013245,"L25: if (lines == 0)
L26: return false;","--- vuln 195741
+++ fixed 232287
@@ -22,6 +22,7 @@
   if (m_pFrame->HeightOf() > 0)
     m_ulRemaining[0] -= lines;
-  
-  assert(lines > 0);
+
+  if (lines == 0)
+    return false;
 
   // Loop over lines and columns",0,CWE-190,mysql-server,1|1|1|1|1|1,"
assert(lines > 0);"
232289,195740,0,libjpeg,CWE-703,target0_all_wrong_hard_negative,assert_dos,assert_dos|bounds_size|null_check|error_handling,added_guard|added_error_handling,1,1,0,0,2,1,6336,173,0.8948022723197937,vulnerable,"
if (lines == 0)
return false;
",0.011561,"L21: if (lines == 0)
L22: return false;","--- vuln 195740
+++ fixed 232289
@@ -18,7 +18,10 @@
     lines = 8;
   }
+
+  if (lines == 0)
+    return false;
+  
   if (m_pFrame->HeightOf() > 0)
     m_ulRemaining[0] -= lines;
-  assert(lines > 0);
   assert(m_ucCount < 4);
 ",0,CWE-200,linux,1|1|1|1|1|1,assert(lines > 0);
232329,195742,0,gpac,CWE-476,target0_all_wrong_hard_negative,assert_dos,assert_dos|null_check|error_handling,added_guard|added_error_handling,1,1,0,0,1,1,15893,499,0.012425661087036133,vulnerable,"//safety check, should never happen
if (!a) return GF_ISOM_INVALID_FILE;",0.002004,L34: if (!a) return GF_ISOM_INVALID_FILE;,"--- vuln 195742
+++ fixed 232329
@@ -31,5 +31,6 @@
 
 		if (e >= 0) {
-
+			//safety check, should never happen
+			if (!a) return GF_ISOM_INVALID_FILE;
 		} else if (e == GF_ISOM_INCOMPLETE_FILE) {
 			/*our mdat is uncomplete, only valid for READ ONLY files...*/",0,CWE-476,gpac,1|1|1|1|1|1,
233867,195801,0,php-src,CWE-476,target0_all_wrong_hard_negative,other,other,weak_or_unknown,0,0,0,0,1,1,3633,125,-0.9055459499359131,fixed,efree(ent1);,0.008,L25: efree(ent1);,"--- vuln 195801
+++ fixed 233867
@@ -23,8 +23,8 @@
 			if (stack->top > 1) {
 				stack->top--;
+				efree(ent1);
 			} else {
 				stack->done = 1;
 			}
-			efree(ent1);
 			return;
 		}",0,CWE-20,stb,1|1|1|1|1|1,efree(ent1);
234731,195908,0,linux,CWE-703,target0_all_wrong_hard_negative,null_check,null_check,weak_or_unknown,0,0,0,0,1,1,4213,148,-0.9240156412124634,fixed,"device_path && strcmp(device_path, ""missing"") == 0)",0.006757,"L22: device_path && strcmp(device_path, ""missing"") == 0)","--- vuln 195908
+++ fixed 234731
@@ -20,5 +20,5 @@
 	if (IS_ERR(device)) {
 		if (PTR_ERR(device) == -ENOENT &&
-		    strcmp(device_path, ""missing"") == 0)
+		    device_path && strcmp(device_path, ""missing"") == 0)
 			ret = BTRFS_ERROR_DEV_MISSING_NOT_FOUND;
 		else",0,CWE-415,linux,1|1|1|1|1|1,"strcmp(device_path, ""missing"") == 0)"
234875,195909,0,ImageMagick,CWE-125,target0_all_wrong_hard_negative,bounds_size,bounds_size|error_handling,added_guard|added_error_handling|bounds_or_shape_repair,1,1,0,0,2,1,79225,2414,0.9214913845062256,vulnerable,"if ((i < 0) || (i >= MNG_MAX_OBJECTS))
continue;
",0.000829,"L813: if ((i < 0) || (i >= MNG_MAX_OBJECTS))
L814: continue;","--- vuln 195909
+++ fixed 234875
@@ -811,4 +811,7 @@
                 for (i=(int) first_object; i <= (int) last_object; i++)
                 {
+                  if ((i < 0) || (i >= MNG_MAX_OBJECTS))
+                    continue;
+
                   if (mng_info->exists[i] && !mng_info->frozen[i])
                     {",1,CWE-190,mysql-server,1|1|1|1|1|1,
235765,195965,0,tensorflow,CWE-787,target0_all_wrong_hard_negative,bounds_size,bounds_size,added_guard|bounds_or_shape_repair,1,0,0,0,10,10,7660,163,-0.9101842641830444,fixed,"ctx, 0 <= loc && loc < output_elements,
"" which would require writing to outside of ""
ctx, 0 <= loc && loc < output_elements,
"" which would require writing to outside of ""
ctx, 0 <= loc && loc < output_elements,
"" which would require writing to outside of ""
ctx, 0 <= loc && loc < output_elements,
"" which would require writing to outside of the ""
ctx, 0 <= loc && loc < output_elements,
"" which would require writing to outside of the """,0.06135,"L92: ctx, 0 <= loc && loc < output_elements,
L94: "" which would require writing to outside of ""
L107: ctx, 0 <= loc && loc < output_elements,
L109: "" which would require writing to outside of ""
L121: ctx, 0 <= loc && loc < output_elements,
L123: "" which would require writing to outside of ""
L137: ctx, 0 <= loc && loc < output_elements,
L139: "" which would require writing to outside of the ""
L155: ctx, 0 <= loc && loc < output_elements,
L157: "" which would require writing to outside of the ""","--- vuln 195965
+++ fixed 235765
@@ -90,7 +90,7 @@
                                       output_strides.begin(), int64_t{0});
         OP_REQUIRES(
-            ctx, loc < output_elements,
+            ctx, 0 <= loc && loc < output_elements,
             errors::Internal(""Got an inner product "", loc,
-                             "" which would require in writing to outside of ""
+                             "" which would require writing to outside of ""
                              ""the buffer for the output tensor (max elements "",
                              output_elements, "")""));
@@ -105,7 +105,7 @@
                                       output_strides.begin(), int64_t{0});
         OP_REQUIRES(
-            ctx, loc < output_elements,
+            ctx, 0 <= loc && loc < output_elements,
             errors::Internal(""Got an inner product "", loc,
-                             "" which would require in writing to outside of ""
+                             "" which would require writing to outside of ""
                              ""the buffer for the output tensor (max elements "",
                              output_elements, "")""));
@@ -119,7 +119,7 @@
                                       output_strides.begin(), int64_t{0});
         OP_REQUIRES(
-            ctx, loc < output_elements,
+            ctx, 0 <= loc && loc < output_elements,
             errors::Internal(""Got an inner product "", loc,
-                             "" which would require in writing to outside of ""
+                             "" which would require writing to outside of ""
                              ""the buffer for the output tensor (max elements "",
                              output_elements, "")""));
@@ -135,7 +135,7 @@
                                     output_strides.begin(), int64_t{0});
       OP_REQUIRES(
-          ctx, loc < output_elements,
+          ctx, 0 <= loc && loc < output_elements,
           errors::Internal(""Got an inner product "", loc,
-                           "" which would require in writing to outside of the ""
+                           "" which would require writing to outside of the ""
                            ""buffer for the output tensor (max elements "",
                            output_elements, "")""));
@@ -153,7 +153,7 @@
                                     output_strides.begin(), int64_t{0});
       OP_REQUIRES(
-          ctx, loc < output_elements,
+          ctx, 0 <= loc && loc < output_elements,
           errors::Internal(""Got an inner product "", loc,
-                           "" which would require in writing to outside of the ""
+                           "" which would require writing to outside of the ""
                            ""buffer for the output tensor (max elements "",
                            output_elements, "")""));",1,CWE-189,linux,1|1|1|1|1|1,"ctx, loc < output_elements,
"" which would require in writing to outside of ""
ctx, loc < output_elements,
"" which would require in writing to outside of ""
ctx, loc < output_elements,
"" which would require in writing to outside of ""
ctx, loc < output_elements,
"" which would require in writing to outside of the ""
ctx, loc < output_elements,
"" which would require in writing to outside of the """
236125,195984,0,gpac,CWE-703,target0_all_wrong_hard_negative,shape_invariant,shape_invariant|bounds_size|null_check|error_handling|parser_input,added_guard|added_error_handling|bounds_or_shape_repair,1,1,0,0,4,1,339,10,-0.0029146671295166016,fixed,"p->content_script_types = gf_malloc(sizeof(char) * (s->size+1));
if (!p->content_script_types) return GF_OUT_OF_MEM;
gf_bs_read_data(bs, p->content_script_types, s->size);
p->content_script_types[s->size] = 0;",0.4,"L5: p->content_script_types = gf_malloc(sizeof(char) * (s->size+1));
L6: if (!p->content_script_types) return GF_OUT_OF_MEM;
L7: gf_bs_read_data(bs, p->content_script_types, s->size);
L8: p->content_script_types[s->size] = 0;","--- vuln 195984
+++ fixed 236125
@@ -1,18 +1,10 @@
 GF_Err diST_box_read(GF_Box *s, GF_BitStream *bs)
 {
-	u32 i;
-	char str[1024];
 	GF_DIMSScriptTypesBox *p = (GF_DIMSScriptTypesBox *)s;
 
-	i=0;
-	str[0]=0;
-	while (1) {
-		str[i] = gf_bs_read_u8(bs);
-		if (!str[i]) break;
-		i++;
-	}
-	ISOM_DECREASE_SIZE(p, i);
-
-	p->content_script_types = gf_strdup(str);
+	p->content_script_types = gf_malloc(sizeof(char) * (s->size+1));
+	if (!p->content_script_types) return GF_OUT_OF_MEM;
+	gf_bs_read_data(bs, p->content_script_types, s->size);
+	p->content_script_types[s->size] = 0;
 	return GF_OK;
 }",1,CWE-415,gpac,1|1|1|1|1|1,"u32 i;
char str[1024];
i=0;
str[0]=0;
while (1) {
str[i] = gf_bs_read_u8(bs);
if (!str[i]) break;
i++;
}
ISOM_DECREASE_SIZE(p, i);

p->content_script_types = gf_strdup(str);"
240276,196578,0,vim,CWE-787,target0_all_wrong_hard_negative,bounds_size,bounds_size,bounds_or_shape_repair,0,0,0,0,1,1,803,29,-0.9232576489448547,fixed,while (s > 0 && VIM_ISWHITE(*(bd->textstart + s - 1))),0.034483,L21: while (s > 0 && VIM_ISWHITE(*(bd->textstart + s - 1))),"--- vuln 196578
+++ fixed 240276
@@ -19,5 +19,5 @@
 	int s = bd->textlen + bd->endspaces;
 
-	while (VIM_ISWHITE(*(bd->textstart + s - 1)) && s > 0)
+	while (s > 0 && VIM_ISWHITE(*(bd->textstart + s - 1)))
 	{
 	    s = s - (*mb_head_off)(bd->textstart, bd->textstart + s - 1) - 1;",1,CWE-189,linux,1|1|1|1|1|1,while (VIM_ISWHITE(*(bd->textstart + s - 1)) && s > 0)
240595,196587,0,tensorflow,CWE-369,target0_all_wrong_hard_negative,error_handling,error_handling,added_guard|added_error_handling,1,1,0,0,3,1,3658,75,-0.9090543985366821,fixed,"
// Prevent division by 0
if (isCPUDevice<Device>() && op == tensorflow::scatter_op::UpdateOp::DIV) {
OP_REQUIRES(c, ValidateInput<T>(updates),
errors::InvalidArgument(""updates must not contain 0""));
}",0.04,"L36: if (isCPUDevice<Device>() && op == tensorflow::scatter_op::UpdateOp::DIV) {
L37: OP_REQUIRES(c, ValidateInput<T>(updates),
L38: errors::InvalidArgument(""updates must not contain 0""));","--- vuln 196587
+++ fixed 240595
@@ -32,4 +32,10 @@
                                 "" indexing: "", params->dim_size(0), "" > "",
                                 std::numeric_limits<Index>::max()));
+
+    // Prevent division by 0
+    if (isCPUDevice<Device>() && op == tensorflow::scatter_op::UpdateOp::DIV) {
+      OP_REQUIRES(c, ValidateInput<T>(updates),
+                  errors::InvalidArgument(""updates must not contain 0""));
+    }
 
     if (N > 0) {",0,CWE-399,rsyslog,1|1|1|1|1|1,
245434,196801,0,gpac,CWE-703,target0_all_wrong_hard_negative,other,other,weak_or_unknown,0,0,0,0,1,1,6039,179,-0.0008077025413513184,fixed,InitSL_NULL(&slc);,0.005587,L109: InitSL_NULL(&slc);,"--- vuln 196801
+++ fixed 245434
@@ -107,5 +107,5 @@
 			samp = gf_isom_get_sample(file, sceneT, 1, &descIndex);
 			if (samp && gf_hinter_can_embbed_data(samp->data, samp->dataLength, GF_STREAM_SCENE)) {
-
+				InitSL_NULL(&slc);
 				slc.timeScale = slc.timestampResolution = gf_isom_get_media_timescale(file, sceneT);
 				slc.OCRResolution = 1000;",0,CWE-119,php-src,1|1|1|1|1|1,
246693,196860,0,gpac,CWE-787,target0_all_wrong_hard_negative,other,other,weak_or_unknown,0,0,0,0,2,2,1877,65,0.00320357084274292,vulnerable,"gf_list_insert(ptr->local_access_entries, ae, i);
gf_list_insert(ptr->global_access_entries, ae, i);
",0.030769,"L20: gf_list_insert(ptr->local_access_entries, ae, i);
L39: gf_list_insert(ptr->global_access_entries, ae, i);","--- vuln 196860
+++ fixed 246693
@@ -18,4 +18,5 @@
 		GF_AfraEntry *ae = gf_malloc(sizeof(GF_AfraEntry));
 		if (!ae) return GF_OUT_OF_MEM;
+		gf_list_insert(ptr->local_access_entries, ae, i);
 
 		ISOM_DECREASE_SIZE(ptr, 8)
@@ -28,6 +29,4 @@
 			ae->offset = gf_bs_read_u32(bs);
 		}
-
-		gf_list_insert(ptr->local_access_entries, ae, i);
 	}
 
@@ -38,4 +37,6 @@
 			GF_GlobalAfraEntry *ae = gf_malloc(sizeof(GF_GlobalAfraEntry));
 			if (!ae) return GF_OUT_OF_MEM;
+			gf_list_insert(ptr->global_access_entries, ae, i);
+
 			ISOM_DECREASE_SIZE(ptr, 8)
 			ae->time = gf_bs_read_u64(bs);
@@ -58,6 +59,4 @@
 				ae->offset_from_afra = gf_bs_read_u32(bs);
 			}
-
-			gf_list_insert(ptr->global_access_entries, ae, i);
 		}
 	}",0,CWE-415,gpac,1|1|1|1|1|1,"
gf_list_insert(ptr->local_access_entries, ae, i);

gf_list_insert(ptr->global_access_entries, ae, i);"
247290,196885,0,tensorflow,CWE-703,target0_all_wrong_hard_negative,bounds_size,bounds_size|error_handling,added_guard|added_error_handling|bounds_or_shape_repair,1,1,0,0,14,1,3983,88,0.9035149812698364,vulnerable,"OP_REQUIRES(
ctx, input_min.NumElements() == depth,
errors::InvalidArgument(""input_min must have the same number of ""
""elements as input_max, got "",
input_min.NumElements(), "" and "", depth));
OP_REQUIRES(ctx, input.NumElements() > 0,
errors::InvalidArgument(""input must not be empty""));
OP_REQUIRES(ctx, input.dims() == 4,
errors::InvalidArgument(""input must be in NHWC format""));
OP_REQUIRES(
ctx, input.dim_size(3) == depth,
errors::InvalidArgument(
""input must have same number of channels as length of input_min: "",
input.dim_size(3), "" vs "", depth));",0.159091,"L15: OP_REQUIRES(
L16: ctx, input_min.NumElements() == depth,
L17: errors::InvalidArgument(""input_min must have the same number of ""
L18: ""elements as input_max, got "",
L19: input_min.NumElements(), "" and "", depth));
L20: OP_REQUIRES(ctx, input.NumElements() > 0,
L21: errors::InvalidArgument(""input must not be empty""));
L22: OP_REQUIRES(ctx, input.dims() == 4,
L23: errors::InvalidArgument(""input must be in NHWC format""));
L24: OP_REQUIRES(
L25: ctx, input.dim_size(3) == depth,
L26: errors::InvalidArgument(
L27: ""input must have same number of channels as length of input_min: "",
L28: input.dim_size(3), "" vs "", depth));","--- vuln 196885
+++ fixed 247290
@@ -13,4 +13,18 @@
         errors::InvalidArgument(""input_max has incorrect size, expected "",
                                 depth, "" was "", input_max.dim_size(0)));
+    OP_REQUIRES(
+        ctx, input_min.NumElements() == depth,
+        errors::InvalidArgument(""input_min must have the same number of ""
+                                ""elements as input_max, got "",
+                                input_min.NumElements(), "" and "", depth));
+    OP_REQUIRES(ctx, input.NumElements() > 0,
+                errors::InvalidArgument(""input must not be empty""));
+    OP_REQUIRES(ctx, input.dims() == 4,
+                errors::InvalidArgument(""input must be in NHWC format""));
+    OP_REQUIRES(
+        ctx, input.dim_size(3) == depth,
+        errors::InvalidArgument(
+            ""input must have same number of channels as length of input_min: "",
+            input.dim_size(3), "" vs "", depth));
 
     const float* input_min_data = input_min.flat<float>().data();",1,CWE-476,tensorflow,1|1|1|1|1|1,
247337,196889,0,rpm,CWE-284,target0_all_wrong_hard_negative,lifetime_ownership,lifetime_ownership|bounds_size|null_check|error_handling|parser_input,added_guard|added_error_handling|state_or_lifetime_repair|bounds_or_shape_repair,1,1,0,1,34,16,1625,76,0.9225219488143921,vulnerable,"pgpDigParams selfsig = NULL;
int i = 0;
int alloced = 16; /* plenty for normal cases */
struct pgpPkt *all = xmalloc(alloced * sizeof(*all));
int expect = 0;
int prevtag = 0;
struct pgpPkt *pkt = &all[i];
if (decodePkt(p, (pend - p), pkt))
if (pkttype && pkt->tag != pkttype) {
digp = pgpDigParamsNew(pkt->tag);
if (expect) {
if (pkt->tag != expect)
break;
selfsig = pgpDigParamsNew(pkt->tag);
}

if (pgpPrtPkt(pkt, selfsig ? selfsig : digp))
if (selfsig) {
/* subkeys must be followed by binding signature */
if (prevtag == PGPTAG_PUBLIC_SUBKEY) {
if (selfsig->sigtype != PGPSIGTYPE_SUBKEY_BINDING)
break;
}

int xx = pgpVerifySelf(digp, selfsig, all, i);

selfsig = pgpDigParamsFree(selfsig);
if (xx)
break;
expect = 0;
}

if (pkt->tag == PGPTAG_PUBLIC_SUBKEY)
expect = PGPTAG_SIGNATURE;
prevtag = pkt->tag;

i++;
p += (pkt->body - pkt->head) + pkt->blen;

if (alloced <= i) {",0.447368,"L7: pgpDigParams selfsig = NULL;
L8: int i = 0;
L9: int alloced = 16; /* plenty for normal cases */
L10: struct pgpPkt *all = xmalloc(alloced * sizeof(*all));
L12: int expect = 0;
L13: int prevtag = 0;
L16: struct pgpPkt *pkt = &all[i];
L17: if (decodePkt(p, (pend - p), pkt))
L21: if (pkttype && pkt->tag != pkttype) {
L24: digp = pgpDigParamsNew(pkt->tag);
L28: if (expect) {
L29: if (pkt->tag != expect)
L30: break;
L31: selfsig = pgpDigParamsNew(pkt->tag);
L34: if (pgpPrtPkt(pkt, selfsig ? selfsig : digp))
L37: if (selfsig) {
L39: if (prevtag == PGPTAG_PUBLIC_SUBKEY) {
L40: if (selfsig->sigtype != PGPSIGTYPE_SUBKEY_BINDING)
L41: break;
L44: int xx = pgpVerifySelf(digp, selfsig, all, i);","--- vuln 196889
+++ fixed 247337
@@ -5,29 +5,67 @@
     const uint8_t *pend = pkts + pktlen;
     pgpDigParams digp = NULL;
-    struct pgpPkt pkt;
+    pgpDigParams selfsig = NULL;
+    int i = 0;
+    int alloced = 16; /* plenty for normal cases */
+    struct pgpPkt *all = xmalloc(alloced * sizeof(*all));
     int rc = -1; /* assume failure */
+    int expect = 0;
+    int prevtag = 0;
 
     while (p < pend) {
-	if (decodePkt(p, (pend - p), &pkt))
+	struct pgpPkt *pkt = &all[i];
+	if (decodePkt(p, (pend - p), pkt))
 	    break;
 
 	if (digp == NULL) {
-	    if (pkttype && pkt.tag != pkttype) {
+	    if (pkttype && pkt->tag != pkttype) {
 		break;
 	    } else {
-		digp = pgpDigParamsNew(pkt.tag);
+		digp = pgpDigParamsNew(pkt->tag);
 	    }
 	}
 
-	if (pgpPrtPkt(&pkt, digp))
+	if (expect) {
+	    if (pkt->tag != expect)
+		break;
+	    selfsig = pgpDigParamsNew(pkt->tag);
+	}
+
+	if (pgpPrtPkt(pkt, selfsig ? selfsig : digp))
 	    break;
 
-	p += (pkt.body - pkt.head) + pkt.blen;
+	if (selfsig) {
+	    /* subkeys must be followed by binding signature */
+	    if (prevtag == PGPTAG_PUBLIC_SUBKEY) {
+		if (selfsig->sigtype != PGPSIGTYPE_SUBKEY_BINDING)
+		    break;
+	    }
+
+	    int xx = pgpVerifySelf(digp, selfsig, all, i);
+
+	    selfsig = pgpDigParamsFree(selfsig);
+	    if (xx)
+		break;
+	    expect = 0;
+	}
+
+	if (pkt->tag == PGPTAG_PUBLIC_SUBKEY)
+	    expect = PGPTAG_SIGNATURE;
+	prevtag = pkt->tag;
+
+	i++;
+	p += (pkt->body - pkt->head) + pkt->blen;
 	if (pkttype == PGPTAG_SIGNATURE)
 	    break;
+
+	if (alloced <= i) {
+	    alloced *= 2;
+	    all = xrealloc(all, alloced * sizeof(*all));
+	}
     }
 
-    rc = (digp && (p == pend)) ? 0 : -1;
+    rc = (digp && (p == pend) && expect == 0) ? 0 : -1;
 
+    free(all);
     if (ret && rc == 0) {
 	*ret = digp;",1,CWE-362,linux,1|1|1|1|1|1,"struct pgpPkt pkt;
if (decodePkt(p, (pend - p), &pkt))
if (pkttype && pkt.tag != pkttype) {
digp = pgpDigParamsNew(pkt.tag);
if (pgpPrtPkt(&pkt, digp))
p += (pkt.body - pkt.head) + pkt.blen;
rc = (digp && (p == pend)) ? 0 : -1;"
249510,196993,0,libjxl,CWE-369,target0_all_wrong_hard_negative,null_check,null_check,added_guard,1,0,0,0,1,1,7435,214,0.9229035973548889,vulnerable,"if (!delay_den) delay_den = 100;
",0.004673,L151: if (!delay_den) delay_den = 100;,"--- vuln 196993
+++ fixed 249510
@@ -149,4 +149,6 @@
           bop = chunk.p[33];
 
+          if (!delay_den) delay_den = 100;
+
           if (w0 > cMaxPNGSize || h0 > cMaxPNGSize || x0 > cMaxPNGSize ||
               y0 > cMaxPNGSize || x0 + w0 > w || y0 + h0 > h || dop > 2 ||",0,CWE-362,linux,1|1|1|1|1|1,
250692,197057,0,drogon,CWE-552,target0_all_wrong_hard_negative,assert_dos,assert_dos|null_check|error_handling,added_guard|added_error_handling,1,1,0,0,12,7,959,26,0.8867580890655518,vulnerable,"int HttpFileImpl::saveAs(const std::string &fileName) const
assert(!fileName.empty());
filesystem::path fsFileName(utils::toNativePath(fileName));
if (!fsFileName.is_absolute() && (!fsFileName.has_parent_path() ||
(fsFileName.begin()->string() != ""."" &&
fsFileName.begin()->string() != "".."")))
fsFileName = fsUploadPath / fsFileName;
if (fsFileName.has_parent_path() &&
!filesystem::exists(fsFileName.parent_path()))
LOG_TRACE << ""create path:"" << fsFileName.parent_path();
filesystem::create_directories(fsFileName.parent_path(), err);
return saveTo(fsFileName);",0.461538,"L1: int HttpFileImpl::saveAs(const std::string &fileName) const
L3: assert(!fileName.empty());
L4: filesystem::path fsFileName(utils::toNativePath(fileName));
L5: if (!fsFileName.is_absolute() && (!fsFileName.has_parent_path() ||
L6: (fsFileName.begin()->string() != ""."" &&
L7: fsFileName.begin()->string() != "".."")))
L11: fsFileName = fsUploadPath / fsFileName;
L13: if (fsFileName.has_parent_path() &&
L14: !filesystem::exists(fsFileName.parent_path()))
L16: LOG_TRACE << ""create path:"" << fsFileName.parent_path();
L18: filesystem::create_directories(fsFileName.parent_path(), err);
L25: return saveTo(fsFileName);","--- vuln 197057
+++ fixed 250692
@@ -1,22 +1,20 @@
-int HttpFileImpl::save(const std::string &path) const
+int HttpFileImpl::saveAs(const std::string &fileName) const
 {
-    assert(!path.empty());
-    if (fileName_.empty())
-        return -1;
-    filesystem::path fsPath(utils::toNativePath(path));
-    if (!fsPath.is_absolute() &&
-        (!fsPath.has_parent_path() ||
-         (fsPath.begin()->string() != ""."" && fsPath.begin()->string() != "".."")))
+    assert(!fileName.empty());
+    filesystem::path fsFileName(utils::toNativePath(fileName));
+    if (!fsFileName.is_absolute() && (!fsFileName.has_parent_path() ||
+                                      (fsFileName.begin()->string() != ""."" &&
+                                       fsFileName.begin()->string() != "".."")))
     {
         filesystem::path fsUploadPath(utils::toNativePath(
             HttpAppFrameworkImpl::instance().getUploadPath()));
-        fsPath = fsUploadPath / fsPath;
+        fsFileName = fsUploadPath / fsFileName;
     }
-    filesystem::path fsFileName(utils::toNativePath(fileName_));
-    if (!filesystem::exists(fsPath))
+    if (fsFileName.has_parent_path() &&
+        !filesystem::exists(fsFileName.parent_path()))
     {
-        LOG_TRACE << ""create path:"" << fsPath;
+        LOG_TRACE << ""create path:"" << fsFileName.parent_path();
         drogon::error_code err;
-        filesystem::create_directories(fsPath, err);
+        filesystem::create_directories(fsFileName.parent_path(), err);
         if (err)
         {
@@ -25,4 +23,4 @@
         }
     }
-    return saveTo(fsPath / fsFileName);
+    return saveTo(fsFileName);
 }",0,CWE-77,thrift,1|1|1|1|1|1,"int HttpFileImpl::save(const std::string &path) const
assert(!path.empty());
if (fileName_.empty())
return -1;
filesystem::path fsPath(utils::toNativePath(path));
if (!fsPath.is_absolute() &&
(!fsPath.has_parent_path() ||
(fsPath.begin()->string() != ""."" && fsPath.begin()->string() != "".."")))
fsPath = fsUploadPath / fsPath;
filesystem::path fsFileName(utils::toNativePath(fileName_));
if (!filesystem::exists(fsPath))
LOG_TRACE << ""create path:"" << fsPath;
filesystem::create_directories(fsPath, err);
return saveTo(fsPath / fsFileName);"
252437,197111,0,tinyexr,CWE-20,target0_all_wrong_hard_negative,bounds_size,bounds_size,added_guard|bounds_or_shape_repair,1,0,0,0,2,2,10240,282,-0.9241176843643188,fixed,"invalid_data = true;

} else if ((line_no > (2 << 20)) || (line_no < -(2 << 20))) {
// Too large value. Assume this is invalid
// 2**20 = 1048576 = heuristic value.",0.007092,"L204: } else if ((line_no > (2 << 20)) || (line_no < -(2 << 20))) {
L207: invalid_data = true;","--- vuln 197111
+++ fixed 252437
@@ -200,4 +200,9 @@
 
         if (size_t(data_len) > data_size) {
+          invalid_data = true;
+
+        } else if ((line_no > (2 << 20)) || (line_no < -(2 << 20))) {
+          // Too large value. Assume this is invalid
+          // 2**20 = 1048576 = heuristic value.
           invalid_data = true;
         } else if (data_len == 0) {",1,CWE-415,linux,1|1|1|1|1|1,
