sample_key,idx,project,commit_id,target,cwe,cve,func_hash,file_name,label_changed_line_count,char_len,token_len_approx,line_count,macro_count,preproc_count,call_count,unique_call_count,loop_count,cond_count,ptr_count,memory_api_count,string_api_count,bounds_keyword_count,error_handling_keyword_count,lifecycle_keyword_count,null_keyword_count,zero_shot_pred,zero_shot_correct,zero_shot_prompt_mode,zero_shot_prompt_tokens,zero_shot_completion_tokens,zero_shot_total_tokens,zero_shot_message_chars,author_no_yes_pred,author_no_yes_correct,author_no_yes_prompt_mode,author_no_yes_prompt_tokens,author_no_yes_completion_tokens,author_no_yes_total_tokens,author_no_yes_message_chars,yes_only_pred,yes_only_correct,yes_only_prompt_mode,yes_only_prompt_tokens,yes_only_completion_tokens,yes_only_total_tokens,yes_only_message_chars,no_only_pred,no_only_correct,no_only_prompt_mode,no_only_prompt_tokens,no_only_completion_tokens,no_only_total_tokens,no_only_message_chars,icl_pred,icl_correct,icl_prompt_mode,icl_prompt_tokens,icl_completion_tokens,icl_total_tokens,icl_message_chars,old_rag_pred,old_rag_correct,old_rag_prompt_mode,old_rag_prompt_tokens,old_rag_completion_tokens,old_rag_total_tokens,old_rag_message_chars,positive_weighted_rag_pred,positive_weighted_rag_correct,positive_weighted_rag_prompt_mode,positive_weighted_rag_prompt_tokens,positive_weighted_rag_completion_tokens,positive_weighted_rag_total_tokens,positive_weighted_rag_message_chars,balanced_grouped_no_label_bc_pred,balanced_grouped_no_label_bc_correct,balanced_grouped_no_label_bc_prompt_mode,balanced_grouped_no_label_bc_prompt_tokens,balanced_grouped_no_label_bc_completion_tokens,balanced_grouped_no_label_bc_total_tokens,balanced_grouped_no_label_bc_message_chars,retrieval_query_idx,retrieval_query_func_id,retrieval_func_char_len,retrieval_func_line_count,retrieval_num_selected_query_chunks,retrieval_num_index_matches,retrieval_top1_score,retrieval_top2_score,retrieval_score_gap_top1_top2,retrieval_mean_match_score,retrieval_top_pos_score_max,retrieval_top_neg_score_max,retrieval_pos_neg_margin_max,retrieval_pos_neg_margin_mean,retrieval_positive_evidence_count,retrieval_negative_evidence_count,retrieval_unknown_evidence_count,retrieval_top1_evidence_role,retrieval_top1_evidence_polarity,retrieval_top1_polarity_agrees_target,retrieval_same_project_match_count,retrieval_same_cwe_match_count,retrieval_role_count_vulnerable_changed,retrieval_role_count_fixed_changed,retrieval_role_count_safe_background,retrieval_role_count_vulnerable_context,retrieval_role_count_unknown,method_known_pred_count,method_yes_count,method_no_count,method_yes_rate,method_disagree,method_pred_entropy
idx:195019,195019,tensorflow,6b5adc0877de832b2a7c189532dbbbc64622eeb6,1,CWE-617,CVE-2022-23588,33937240667530924395323323412961833143,constant_folding.cc,1,2808,580,75,0,0,47,35,5,12,23,4,0,4,9,3,0,1,1,,,,,3144,0,0,,,,,4798,0,0,,,,,3803,1,1,,,,,4139,0,0,,,,,7857,0,0,,1412,1,1413,6453,0,0,rag_inline_function_label,1580,2,1582,7146,1,1,baseline_compatible_grouped_no_label,1507,1,1508,6300,195019,195019,2808,75,2,24,0.9466097354888916,0.9455171823501587,0.0010925531387329102,0.9075752248366674,0.9466097354888916,0.9423975944519043,0.005847573280334473,0.005029857158660889,10,10,4,vulnerable_changed,1,yes,24,0,10,1,9,4,0,8,3,5,0.375,1,0.954434002924965
idx:219931,219931,tensorflow,6b5adc0877de832b2a7c189532dbbbc64622eeb6,0,CWE-617,CVE-2022-23588,111779981092160670584101984885423453823,constant_folding.cc,4,3008,621,80,0,0,52,37,5,13,23,4,0,4,10,4,0,1,0,,,,,3344,0,1,,,,,4998,0,1,,,,,4003,1,0,,,,,4339,0,1,,,,,8057,0,1,,1480,2,1482,6753,0,1,rag_inline_function_label,1605,1,1606,7325,1,0,baseline_compatible_grouped_no_label,1548,1,1549,6500,219931,219931,3008,80,2,24,0.9384267330169678,0.9349418878555298,0.0034848451614379883,0.9037255744139353,0.9384267330169678,0.9349418878555298,0.005847573280334473,0.0046662092208862305,10,10,4,vulnerable_changed,1,no,24,0,10,1,9,4,0,8,3,5,0.375,1,0.954434002924965
idx:195022,195022,glewlwyd,125281f1c0d4b6a8b49f7e55a757205a2ef01fbe,1,CWE-287,CVE-2021-45379,236114269060053642565806917047085397848,webservice.c,3,10298,1681,141,0,0,169,29,3,49,58,0,0,0,52,0,20,1,1,,,,,10634,1,1,,,,,12288,1,1,,,,,11293,1,1,,,,,11629,1,1,,,,,28516,1,1,,3279,2,3281,14369,0,0,rag_inline_function_label,3487,1,3488,15163,1,1,baseline_compatible_grouped_no_label,3854,4,3858,15901,195022,195022,10298,141,2,22,0.9502125382423401,0.9486135244369507,0.0015990138053894043,0.9407948120073839,0.9502125382423401,0.9486135244369507,0.0025119781494140625,0.0020554959774017334,10,10,2,vulnerable_changed,1,yes,0,0,10,4,6,2,0,8,7,1,0.875,1,0.5435644431995964
idx:219947,219947,glewlwyd,125281f1c0d4b6a8b49f7e55a757205a2ef01fbe,0,CWE-287,CVE-2021-45379,155113792370707223407331204609439430532,webservice.c,0,9884,1609,137,0,0,161,29,3,48,55,0,0,0,47,0,18,1,0,,,,,10220,1,0,,,,,11874,1,0,,,,,10879,1,0,,,,,11215,0,1,,,,,35369,1,0,,3183,2,3185,13955,1,0,rag_inline_function_label,3482,2,3484,15036,1,0,baseline_compatible_grouped_no_label,3758,4,3762,15487,219947,219947,9884,137,2,22,0.9502125382423401,0.9486135244369507,0.0015990138053894043,0.9407948120073839,0.9502125382423401,0.9486135244369507,0.0025119781494140625,0.0020554959774017334,10,10,2,vulnerable_changed,1,no,0,0,10,4,6,2,0,8,7,1,0.875,1,0.5435644431995964
idx:195023,195023,tensorflow,a68f68061e263a88321c104a6c911fe5598050a8,1,CWE-190,CVE-2022-23568,160387063214720131730960354923232758630,sparse_tensors_map_ops.cc,12,5831,1139,144,0,0,101,41,7,3,45,0,0,3,0,1,0,1,1,,,,,6167,1,1,,,,,7821,1,1,,,,,6826,1,1,,,,,7162,1,1,,,,,15525,1,1,,2099,2,2101,9488,1,1,rag_inline_function_label,2311,2,2313,10379,1,1,baseline_compatible_grouped_no_label,2458,1,2459,10256,195023,195023,5831,144,2,22,0.9639583826065063,0.9581477642059326,0.0058106184005737305,0.9512477408755909,0.9639583826065063,0.9581477642059326,0.0058106184005737305,0.0023994147777557373,10,10,2,vulnerable_changed,1,yes,22,0,10,5,5,2,0,8,8,0,1.0,0,0.0
idx:220021,220021,tensorflow,a68f68061e263a88321c104a6c911fe5598050a8,0,CWE-190,CVE-2022-23568,294930600730557371611113946400120075396,sparse_tensors_map_ops.cc,3,5527,1073,132,0,0,97,39,6,2,46,0,0,2,0,1,0,1,0,,,,,5863,1,0,,,,,7517,1,0,,,,,6522,1,0,,,,,6858,1,0,,,,,15221,0,1,,2047,2,2049,9320,1,0,rag_inline_function_label,2218,1,2219,10049,1,0,baseline_compatible_grouped_no_label,2323,4,2327,9944,220021,220021,5527,132,2,23,0.9590068459510803,0.9584259986877441,0.0005808472633361816,0.9469961005708446,0.9590068459510803,0.9584259986877441,0.0033107399940490723,0.001945793628692627,10,10,3,vulnerable_changed,1,no,23,0,10,6,4,3,0,8,7,1,0.875,1,0.5435644431995964
idx:195026,195026,linux,ab0fc21bc7105b54bafd85bd8b82742f9e68898a,1,CWE-909,CVE-2022-24448,67846125552854891508125900978071958871,nfs4file.c,1,1703,412,78,0,0,25,21,1,13,26,1,0,0,22,1,2,1,1,,,,,2039,1,1,,,,,3693,0,0,,,,,2698,0,0,,,,,3034,0,0,,,,,8655,0,0,,1346,1,1347,5309,0,0,rag_inline_function_label,1466,1,1467,5908,1,1,baseline_compatible_grouped_no_label,1502,2,1504,5586,195026,195026,1703,78,2,21,0.9666721224784851,0.9638128280639648,0.0028592944145202637,0.9520996241342454,0.9666721224784851,0.9638128280639648,0.0028592944145202637,0.002773761749267578,8,10,3,vulnerable_changed,1,yes,18,0,8,2,8,3,0,8,3,5,0.375,1,0.954434002924965
idx:220100,220100,linux,ab0fc21bc7105b54bafd85bd8b82742f9e68898a,0,CWE-909,CVE-2022-24448,272987829557105540879962051296017178836,nfs4file.c,1,1686,408,78,0,0,24,20,1,13,26,1,0,0,21,1,2,1,0,,,,,2022,1,0,,,,,3676,0,1,,,,,2681,0,1,,,,,3017,0,1,,,,,8638,1,0,,1341,2,1343,5292,0,1,rag_inline_function_label,1461,1,1462,5891,1,0,baseline_compatible_grouped_no_label,1497,4,1501,5569,220100,220100,1686,78,2,21,0.9666721224784851,0.9638128280639648,0.0028592944145202637,0.9520996241342454,0.9666721224784851,0.9638128280639648,0.0028592944145202637,0.002773761749267578,8,10,3,vulnerable_changed,1,no,18,0,8,2,8,3,0,8,4,4,0.5,1,1.0
idx:195028,195028,tensorflow,ab51e5b813573dc9f51efa335aebcf2994125ee9,1,CWE-401,CVE-2022-23585,67814436772398534036630434647873886403,decode_image_op.cc,1,4634,956,94,0,0,39,18,2,12,25,2,0,11,7,3,1,1,1,,,,,4970,1,1,,,,,6624,1,1,,,,,5629,1,1,,,,,5965,0,0,,,,,12732,1,1,,1862,2,1864,8249,1,1,rag_inline_function_label,2042,2,2044,9004,1,1,baseline_compatible_grouped_no_label,2116,1,2117,8842,195028,195028,4634,94,2,21,0.9367724657058716,0.9357273578643799,0.0010451078414916992,0.9303771541232154,0.9367724657058716,0.9357273578643799,0.004166722297668457,0.0019051730632781982,10,10,1,vulnerable_changed,1,yes,18,0,10,7,3,1,0,8,7,1,0.875,1,0.5435644431995964
idx:220168,220168,tensorflow,ab51e5b813573dc9f51efa335aebcf2994125ee9,0,CWE-401,CVE-2022-23585,183944225263640230240348550837981668390,decode_image_op.cc,4,5125,1067,104,0,0,42,20,2,13,27,2,0,11,10,6,1,1,0,,,,,5461,1,0,,,,,7115,1,0,,,,,6120,1,0,,,,,6456,0,1,,,,,13223,1,0,,1985,2,1987,8740,1,0,rag_inline_function_label,2165,2,2167,9495,1,0,baseline_compatible_grouped_no_label,2239,4,2243,9333,220168,220168,5125,104,2,21,0.9367724657058716,0.9357274174690247,0.0010450482368469238,0.9303770860036215,0.9367724657058716,0.9357274174690247,0.004166901111602783,0.001905202865600586,10,10,1,vulnerable_changed,1,no,18,0,10,7,3,1,0,8,7,1,0.875,1,0.5435644431995964
idx:195029,195029,tensorflow,c99d98cd189839dcf51aee94e7437b54b31f8abd,1,CWE-125,CVE-2022-23592,285691869172413131662679092330979772991,graph.cc,4,2052,484,62,0,0,38,25,3,8,21,1,0,4,6,0,3,1,1,,,,,2388,1,1,,,,,4042,1,1,,,,,3047,0,0,,,,,3383,0,0,,,,,23683,1,1,,1399,1,1400,5895,0,0,rag_inline_function_label,1576,1,1577,6570,1,1,baseline_compatible_grouped_no_label,1574,4,1578,6089,195029,195029,2052,62,2,21,0.9451507329940796,0.9449142813682556,0.0002364516258239746,0.9348198090280805,0.9451507329940796,0.9449142813682556,0.002110421657562256,0.0011734366416931152,10,10,1,vulnerable_changed,1,yes,19,0,10,3,7,1,0,8,5,3,0.625,1,0.954434002924965
idx:220201,220201,tensorflow,c99d98cd189839dcf51aee94e7437b54b31f8abd,0,CWE-125,CVE-2022-23592,208747443072046126472677622190312892089,graph.cc,9,2328,521,68,0,0,40,27,3,9,21,1,0,4,7,0,3,1,0,,,,,2664,1,0,,,,,4318,1,0,,,,,3323,0,1,,,,,3659,1,0,,,,,42508,0,1,,1427,2,1429,6188,0,1,rag_inline_function_label,1618,1,1619,6833,0,1,baseline_compatible_grouped_no_label,1619,1,1620,6365,220201,220201,2328,68,2,21,0.9549214839935303,0.9545190334320068,0.0004024505615234375,0.9388474538212731,0.9549214839935303,0.9545190334320068,0.002110421657562256,0.0012564361095428467,10,10,1,vulnerable_changed,1,no,19,0,10,4,6,1,0,8,4,4,0.5,1,1.0
idx:195038,195038,mruby,27d1e0132a0804581dca28df042e7047fd27eaa8,1,CWE-476,CVE-2021-4188,88987793594626442814152795226896894437,array.c,3,877,249,40,0,0,15,13,1,9,8,0,0,11,5,0,0,1,1,,,,,1213,1,1,,,,,2867,1,1,,,,,1872,1,1,,,,,2208,1,1,,,,,56494,1,1,,1119,1,1120,4447,0,0,rag_inline_function_label,1215,2,1217,4780,1,1,baseline_compatible_grouped_no_label,1182,2,1184,4075,195038,195038,877,40,2,21,0.9425991773605347,0.9397218227386475,0.002877354621887207,0.9308835409936451,0.9425991773605347,0.9373694658279419,0.007182121276855469,0.006205916404724121,10,10,1,vulnerable_changed,1,yes,1,0,10,6,4,1,0,8,7,1,0.875,1,0.5435644431995964
idx:220442,220442,mruby,27d1e0132a0804581dca28df042e7047fd27eaa8,0,CWE-476,CVE-2021-4188,336824346603495353101799104649854425750,array.c,3,878,248,42,0,0,15,13,1,9,8,0,0,11,5,0,0,1,0,,,,,1214,1,0,,,,,2868,1,0,,,,,1873,1,0,,,,,2209,1,0,,,,,56495,1,0,,1111,1,1112,4352,1,0,rag_inline_function_label,1215,1,1216,4781,1,0,baseline_compatible_grouped_no_label,1182,2,1184,4076,220442,220442,878,42,2,21,0.9425991773605347,0.9397218227386475,0.002877354621887207,0.9308835409936451,0.9425991773605347,0.9373694658279419,0.007182121276855469,0.006205916404724121,10,10,1,vulnerable_changed,1,no,1,0,10,6,4,1,0,8,8,0,1.0,0,0.0
idx:195039,195039,tensorflow,e7f497570abb6b4ae5af4970620cd880e4c0c904,1,CWE-354,CVE-2021-41206,257618220779157714024325768166416151732,conv_ops.cc,3,3831,854,83,0,0,41,18,4,2,21,0,0,0,2,0,0,1,1,,,,,4167,1,1,,,,,5821,1,1,,,,,4826,1,1,,,,,5162,1,1,,,,,31631,1,1,,1722,2,1724,7427,0,0,rag_inline_function_label,1966,1,1967,8500,1,1,baseline_compatible_grouped_no_label,2063,1,2064,8227,195039,195039,3831,83,2,22,0.9582131505012512,0.9576506614685059,0.0005624890327453613,0.9417430839755319,0.9582131505012512,0.9576505422592163,0.0006667971611022949,0.0006147027015686035,10,10,2,vulnerable_changed,1,yes,22,0,10,1,9,2,0,8,7,1,0.875,1,0.5435644431995964
idx:220449,220449,tensorflow,e7f497570abb6b4ae5af4970620cd880e4c0c904,0,CWE-354,CVE-2021-41206,52476148530312265483336987277784785500,conv_ops.cc,12,4232,890,92,0,0,44,17,4,2,27,0,0,0,2,0,0,1,0,,,,,4568,1,0,,,,,6222,1,0,,,,,5227,1,0,,,,,5563,0,1,,,,,32032,1,0,,1780,2,1782,7828,1,0,rag_inline_function_label,1987,2,1989,8687,1,0,baseline_compatible_grouped_no_label,2067,5,2072,8501,220449,220449,4232,92,2,23,0.9656845331192017,0.9639530777931213,0.0017314553260803223,0.9476470532624618,0.9656845331192017,0.9639530777931213,0.0017314553260803223,0.0011991262435913086,10,10,3,vulnerable_changed,1,no,23,0,10,1,9,3,0,8,7,1,0.875,1,0.5435644431995964
idx:195040,195040,tensorflow,e21af685e1828f7ca65038307df5cc06de4479e8,1,CWE-476,CVE-2022-23595,179065639871904945359341382009364285020,xla_platform_info.cc,5,2726,516,62,0,0,47,34,3,8,19,2,0,0,8,0,0,1,1,,,,,3062,1,1,,,,,4716,1,1,,,,,3721,1,1,,,,,4057,1,1,,,,,7775,0,0,,1402,2,1404,6575,0,0,rag_inline_function_label,1605,2,1607,7392,1,1,baseline_compatible_grouped_no_label,1588,4,1592,6898,195040,195040,2726,62,2,22,0.9284627437591553,0.9250730276107788,0.003389716148376465,0.9183013981038873,0.9284627437591553,0.9250730276107788,0.003389716148376465,0.003164440393447876,9,10,3,vulnerable_changed,1,yes,5,0,9,3,7,3,0,8,6,2,0.75,1,0.8112781244591328
