sample_key,idx,target,project,cwe,char_len,line_count,memory_api_count,string_api_count,bounds_keyword_count,error_handling_keyword_count,lifecycle_keyword_count,retrieval_top1_score,retrieval_pos_neg_margin_max,retrieval_top1_evidence_role,zero_shot_pred,icl_pred,zero_shot_pred,icl_pred,old_rag_pred,positive_weighted_rag_pred,balanced_grouped_no_label_bc_pred,icl_message_chars,method_pred_entropy
idx:195741,195741,1,libjpeg,CWE-703,5436,150,0,0,10,12,3,0.9254448413848877,0.007076263427734375,vulnerable_changed,1,0,1,0,1,1,1,31743,0.5435644431995964
idx:195742,195742,1,gpac,CWE-476,15815,498,1,0,13,50,1,0.9674011468887329,0.012874484062194824,vulnerable_changed,1,0,1,0,0,1,1,62782,0.8112781244591328
idx:195752,195752,1,tensorflow,CWE-476,2398,47,2,0,1,1,0,0.9620176553726196,-0.000141143798828125,vulnerable_context,1,0,1,0,1,1,1,8522,0.5435644431995964
idx:195768,195768,1,tensorflow,CWE-703,1049,23,2,0,0,1,0,0.9521333575248718,0.0016388297080993652,vulnerable_changed,1,0,1,0,1,1,1,5323,0.5435644431995964
idx:195800,195800,1,deark,CWE-369,1444,47,0,0,1,0,0,0.9547429084777832,0.0006301999092102051,safe_background,1,0,1,0,0,0,1,4747,0.954434002924965
idx:195908,195908,1,linux,CWE-703,4198,148,1,1,0,11,1,0.9569805860519409,0.005037069320678711,vulnerable_changed,1,0,1,0,1,1,1,23439,0.8112781244591328
idx:195965,195965,1,tensorflow,CWE-787,7615,163,0,0,10,1,0,0.9539929628372192,0.0031522512435913086,vulnerable_changed,1,0,1,0,1,1,1,17036,0.5435644431995964
idx:196316,196316,1,barebox,CWE-200,292,18,2,0,3,2,1,0.9465223550796509,-0.001987636089324951,fixed_changed,1,0,1,0,1,1,1,4282,0.5435644431995964
idx:196328,196328,1,vim,CWE-416,18096,684,2,3,12,103,3,0.9577686786651611,0.005884289741516113,vulnerable_changed,1,0,1,0,1,1,1,72083,0.5435644431995964
idx:196705,196705,1,tensorflow,CWE-20,1242,31,0,0,1,5,0,0.9613152742385864,-0.00422823429107666,fixed_changed,1,0,1,0,0,0,1,9329,0.954434002924965
idx:196829,196829,1,tensorflow,CWE-476,869,20,0,0,0,1,0,0.9527596831321716,0.0024927258491516113,vulnerable_changed,1,0,1,0,0,0,1,10233,0.954434002924965
idx:196834,196834,1,tensorflow,CWE-125,338,8,0,0,0,1,0,0.9184739589691162,-0.004029273986816406,safe_background,1,0,1,0,0,0,1,8425,0.954434002924965
idx:196893,196893,1,envoy,CWE-362,1618,33,0,0,5,2,4,0.9494815468788147,-0.0010811090469360352,safe_background,1,0,1,0,1,0,1,23569,0.954434002924965
idx:197095,197095,1,tensorflow,CWE-369,4283,92,0,0,0,2,1,0.9095786809921265,0.0016223788261413574,vulnerable_changed,1,0,1,0,0,0,0,12558,0.8112781244591328
idx:197242,197242,1,tensorflow,CWE-908,9667,206,0,0,9,1,0,0.9553876519203186,0.0059667229652404785,vulnerable_changed,1,0,1,0,1,1,1,20310,0.5435644431995964
idx:197262,197262,1,tensorflow,CWE-125,4354,107,3,0,1,3,3,0.9671514630317688,0.008011400699615479,vulnerable_changed,1,0,1,0,0,1,1,13196,0.8112781244591328
idx:197326,197326,1,tensorflow,CWE-703,2300,56,0,0,2,1,0,0.9412029981613159,0.0002384781837463379,vulnerable_context,1,0,1,0,0,0,0,62982,0.954434002924965
idx:197359,197359,1,tensorflow,CWE-703,4992,125,0,0,7,5,0,0.9268859028816223,0.012466609477996826,vulnerable_changed,1,0,1,0,1,1,1,27401,0.5435644431995964
idx:197466,197466,1,tensorflow,CWE-476,3703,90,1,0,3,4,2,0.9445383548736572,0.007312655448913574,vulnerable_changed,1,0,1,0,0,0,1,7361,0.954434002924965
idx:197666,197666,1,njs,CWE-703,4494,174,0,0,12,25,0,0.9620441198348999,0.010572075843811035,vulnerable_changed,1,0,1,0,0,0,1,68305,0.954434002924965
idx:197719,197719,1,tensorflow,CWE-125,2111,45,0,0,3,2,0,0.9999998211860657,0.057861506938934326,vulnerable_changed,1,0,1,0,1,1,1,6970,0.5435644431995964
idx:197760,197760,1,tensorflow,CWE-125,1030,24,0,0,0,8,0,0.9496239423751831,0.0020112991333007812,vulnerable_changed,1,0,1,0,0,0,0,4164,0.5435644431995964
idx:197801,197801,1,tensorflow,CWE-345,1688,45,0,0,4,7,1,0.909969687461853,-0.0012814998626708984,fixed_changed,1,0,1,0,0,0,1,5346,0.954434002924965
idx:197893,197893,1,tensorflow,CWE-703,568,11,0,0,0,1,0,0.9411569237709045,-0.00557941198348999,safe_background,1,0,1,0,0,0,1,4423,1.0
idx:197973,197973,1,crun,CWE-276,3429,93,1,0,5,15,0,0.94010329246521,0.0033065080642700195,vulnerable_changed,1,0,1,0,0,1,1,29133,0.8112781244591328
idx:198013,198013,1,tensorflow,CWE-703,11099,231,2,0,22,5,0,0.95183265209198,0.0012999176979064941,safe_background,1,0,1,0,1,0,1,22061,0.8112781244591328
idx:198259,198259,1,tensorflow,CWE-369,1647,33,0,0,4,0,1,0.9747096300125122,0.02518153190612793,vulnerable_changed,1,0,1,0,1,1,1,7301,0.954434002924965
idx:198374,198374,1,tensorflow,CWE-703,5377,124,0,0,0,15,0,0.9643769264221191,-0.0010074377059936523,vulnerable_context,1,0,1,0,0,0,1,14798,0.954434002924965
idx:198452,198452,1,tensorflow,CWE-703,1722,37,0,0,0,0,0,0.9537745118141174,0.004415750503540039,vulnerable_changed,1,0,1,0,0,0,0,6340,0.5435644431995964
idx:198545,198545,1,u-boot,CWE-787,2210,106,1,0,13,11,0,0.9448509216308594,0.0013740062713623047,vulnerable_changed,1,0,1,0,0,1,1,10376,0.8112781244591328
idx:198743,198743,1,LuaJIT,CWE-125,1384,50,0,0,1,11,0,0.9278562068939209,0.008090615272521973,vulnerable_changed,1,0,1,0,0,0,0,6971,0.954434002924965
idx:199159,199159,1,linux,CWE-362,2961,96,0,0,12,41,3,0.9587963819503784,0.0009225010871887207,vulnerable_context,1,0,1,0,1,1,1,37638,0.5435644431995964
idx:199851,199851,1,vim,CWE-787,5582,218,1,0,11,23,0,0.939593493938446,0.003183126449584961,vulnerable_changed,1,0,1,0,0,0,1,60955,0.954434002924965
idx:200287,200287,1,linux,CWE-200,3449,121,0,0,0,19,0,0.9612435102462769,0.008393645286560059,vulnerable_changed,1,0,1,0,0,0,1,12614,1.0
idx:200320,200320,1,samba,CWE-665,8888,330,2,0,17,54,0,0.9465479850769043,0.004195272922515869,vulnerable_changed,1,0,1,0,0,0,1,66759,0.954434002924965
idx:200895,200895,1,vim,CWE-703,1117,43,0,0,0,15,1,0.9470387697219849,-0.0023993849754333496,safe_background,1,0,1,0,0,0,0,22592,0.954434002924965
idx:201384,201384,1,vim,CWE-787,762,40,0,0,0,5,0,0.938796877861023,0.006006360054016113,vulnerable_changed,1,0,1,0,0,0,0,2070,0.8112781244591328
idx:201872,201872,1,gnutls,CWE-310,4749,184,5,0,3,17,0,0.9559165239334106,0.003313422203063965,vulnerable_changed,1,0,1,0,1,1,1,13325,0.5435644431995964
idx:201885,201885,1,vim,CWE-416,34450,1486,3,0,48,76,6,0.9477280974388123,0.008198916912078857,vulnerable_changed,1,0,1,0,1,0,1,77473,0.8112781244591328
idx:201925,201925,1,linux,CWE-476,1188,60,3,0,2,11,1,0.9506479501724243,0.004464507102966309,vulnerable_changed,1,0,1,0,0,0,1,7648,0.954434002924965
idx:202081,202081,1,vim,CWE-787,19946,764,6,0,30,87,14,0.9336655139923096,0.005560815334320068,vulnerable_changed,1,0,1,0,1,1,1,75319,0.5435644431995964
idx:202256,202256,1,qtbase,CWE-787,9164,235,1,0,4,4,0,0.9106588959693909,0.002602994441986084,vulnerable_changed,1,0,1,0,1,1,1,36291,0.5435644431995964
idx:202677,202677,1,qemu,CWE-369,1213,49,1,0,1,12,0,0.993962824344635,0.030558288097381592,vulnerable_changed,1,0,1,0,1,1,1,4001,0.8112781244591328
idx:202719,202719,1,linux,CWE-704,1222,44,0,0,7,4,0,0.953208863735199,0.0015761852264404297,vulnerable_context,1,0,1,0,1,1,1,7168,0.5435644431995964
idx:204036,204036,1,net,CWE-787,1016,50,0,0,8,15,0,0.908596932888031,0.0004227757453918457,vulnerable_changed,1,0,1,0,1,1,1,5345,0.8112781244591328
idx:204412,204412,1,bpf,CWE-787,1123,42,0,0,8,10,0,0.9561519622802734,0.0005410909652709961,safe_background,1,0,1,0,0,1,0,11378,0.954434002924965
idx:204495,204495,1,linux,CWE-193,636,21,0,0,0,3,0,0.9548196792602539,-0.004546821117401123,vulnerable_context,1,0,1,0,1,1,1,2832,0.5435644431995964
idx:204535,204535,1,admesh,CWE-125,620,16,0,0,0,2,0,0.9336001873016357,-0.009372830390930176,vulnerable_context,1,0,1,0,0,1,1,4965,0.954434002924965
idx:204814,204814,1,linux,CWE-703,827,35,3,0,0,3,2,0.9575507640838623,0.005205512046813965,vulnerable_changed,1,0,1,0,1,0,1,4911,0.8112781244591328
idx:206262,206262,1,vim,CWE-787,9072,362,0,0,3,33,3,0.9511356353759766,0.0052356719970703125,vulnerable_changed,1,0,1,0,1,1,1,64445,0.5435644431995964
idx:206639,206639,1,linux,CWE-703,1465,64,0,0,2,15,0,0.9469802379608154,0.003998160362243652,vulnerable_changed,1,0,1,0,1,0,1,10739,0.8112781244591328
idx:206670,206670,1,nbdkit,CWE-924,18843,536,11,3,12,75,3,0.9478967189788818,0.004711747169494629,vulnerable_changed,1,0,1,0,0,1,1,57683,0.8112781244591328
idx:206946,206946,1,jasper,CWE-703,4177,168,1,0,2,4,0,0.9437704682350159,0.005607903003692627,vulnerable_changed,1,0,1,0,1,0,0,28249,0.954434002924965
idx:207754,207754,1,linux,CWE-284,1062,47,0,0,16,4,0,0.9764875173568726,0.014208376407623291,vulnerable_changed,1,0,1,0,1,1,1,3219,0.5435644431995964
idx:208107,208107,1,linux,CWE-703,913,44,0,0,0,4,0,0.9406047463417053,0.0027914047241210938,vulnerable_changed,1,0,1,0,0,0,1,10483,1.0
idx:208505,208505,1,tor,CWE-399,17737,536,3,16,10,149,0,0.9442147612571716,0.012594461441040039,vulnerable_changed,1,0,1,0,1,1,0,55590,0.8112781244591328
idx:208680,208680,1,radare2,CWE-416,13139,464,5,6,14,39,4,0.9638922214508057,0.010909676551818848,vulnerable_changed,1,0,1,0,1,1,1,55640,0.5435644431995964
idx:209801,209801,1,mujs,CWE-476,205,12,0,0,0,0,0,0.9336884021759033,-0.005639076232910156,vulnerable_context,1,0,1,0,0,0,0,23071,1.0
idx:209931,209931,1,FreeRDP,CWE-190,1581,63,2,0,1,14,1,0.9472706317901611,0.003398001194000244,vulnerable_changed,1,0,1,0,0,1,1,12574,0.8112781244591328
idx:210204,210204,1,linux,CWE-362,1036,38,2,0,1,4,0,0.9207637310028076,0.0030843615531921387,vulnerable_changed,1,0,1,0,1,1,1,4471,0.8112781244591328
idx:210252,210252,1,ImageMagick,CWE-787,15720,415,2,0,134,49,0,0.9783201217651367,0.005995392799377441,vulnerable_changed,1,0,1,0,1,1,1,47596,0.5435644431995964
idx:210271,210271,1,vim,CWE-787,2143,97,0,0,1,8,1,0.9910577535629272,0.012174487113952637,vulnerable_changed,1,0,1,0,1,1,1,33523,0.5435644431995964
idx:210453,210453,1,ghostpdl,CWE-120,4521,118,1,0,4,2,1,0.9430464506149292,0.0022016167640686035,vulnerable_changed,1,0,1,0,1,1,1,17844,0.5435644431995964
idx:210484,210484,1,linux,CWE-125,2805,97,4,0,1,17,3,0.9605973958969116,0.0039018988609313965,vulnerable_changed,1,0,1,0,1,0,1,8734,0.8112781244591328
idx:436990,436990,0,vim,CWE-125,3868,186,0,0,0,15,0,0.9111355543136597,-0.0011807084083557129,safe_background,0,1,0,1,0,0,1,14242,1.0
idx:210551,210551,1,oniguruma,CWE-125,3190,134,0,0,5,23,0,0.9496668577194214,0.004279673099517822,vulnerable_changed,1,0,1,0,0,0,1,55819,1.0
idx:210571,210571,1,linux,CWE-401,1324,45,1,1,2,5,0,0.9534855484962463,0.0013318657875061035,vulnerable_changed,1,0,1,0,0,1,1,9905,0.8112781244591328
idx:210636,210636,1,linux,CWE-416,702,34,3,0,0,5,1,0.9542214870452881,0.0025817155838012695,vulnerable_changed,1,0,1,0,0,1,1,4400,0.8112781244591328
idx:210887,210887,1,qemu,CWE-835,491,14,0,0,4,0,0,0.9517393112182617,0.00038635730743408203,vulnerable_context,1,0,1,0,1,1,1,9074,0.8112781244591328
idx:210928,210928,1,linux,CWE-476,900,39,0,0,0,0,1,0.9593801498413086,0.00790870189666748,vulnerable_changed,1,0,1,0,0,0,0,17891,1.0
idx:443298,443298,0,vim,CWE-416,22967,761,0,0,10,114,12,0.9365551471710205,0.012569904327392578,vulnerable_changed,0,1,0,1,0,0,1,74908,0.954434002924965
idx:211103,211103,1,file-roller,CWE-22,1690,50,0,0,0,13,0,0.9607888460159302,0.0022640228271484375,vulnerable_changed,1,0,1,0,0,0,1,21546,1.0
idx:445881,445881,0,file-roller,CWE-22,1868,59,0,0,0,15,0,0.959731936454773,0.0021238327026367188,vulnerable_changed,0,1,0,1,0,0,1,21724,1.0
idx:211113,211113,1,linux,CWE-416,534,23,0,0,0,2,0,0.9620147943496704,0.001225590705871582,vulnerable_changed,1,0,1,0,1,1,1,2068,0.5435644431995964
idx:211136,211136,1,rizin,CWE-787,2717,105,5,0,9,16,4,0.9436108469963074,0.0008574128150939941,vulnerable_changed,1,0,1,0,1,1,1,7813,0.5435644431995964
idx:211506,211506,1,zlib,CWE-787,25995,677,0,0,75,39,8,0.9321238994598389,0.013822674751281738,vulnerable_changed,1,0,1,0,1,1,1,54041,0.8112781244591328
idx:211773,211773,1,ntp,CWE-20,2313,129,0,3,9,1,0,0.9495160579681396,0.004067063331604004,vulnerable_changed,1,0,1,0,1,0,1,24766,0.8112781244591328
idx:452377,452377,0,vim,CWE-787,6020,210,4,0,3,13,6,0.9382659196853638,0.0002739429473876953,vulnerable_changed,0,1,0,1,1,0,1,19158,1.0
idx:211868,211868,1,nf,CWE-269,1118,56,3,0,1,13,0,0.955946683883667,0.010764598846435547,vulnerable_changed,1,0,1,0,0,0,1,23984,0.954434002924965
idx:211877,211877,1,libexpat,CWE-668,5086,137,1,0,39,20,1,0.9538789391517639,0.004100322723388672,vulnerable_changed,1,0,1,0,1,0,1,28575,0.8112781244591328
idx:212436,212436,1,linux,CWE-787,532,22,0,0,1,8,0,0.9418067932128906,0.0066991448402404785,vulnerable_changed,1,0,1,0,1,1,1,6172,1.0
idx:212822,212822,1,ghostpdl,CWE-787,501,14,1,0,5,1,0,0.9554814100265503,-0.001347959041595459,safe_background,1,0,1,0,1,0,1,12560,0.954434002924965
idx:213075,213075,1,linux,CWE-416,369,16,1,0,0,0,0,0.9440358877182007,0.0003018379211425781,vulnerable_changed,1,0,1,0,1,1,1,2770,0.5435644431995964
idx:213370,213370,1,glib,CWE-754,3733,117,0,0,0,18,1,0.9401930570602417,0.005446016788482666,vulnerable_context,1,0,1,0,0,0,1,16732,1.0
idx:213515,213515,1,vim,CWE-787,6540,244,1,0,16,10,3,0.9512767195701599,0.005741119384765625,vulnerable_changed,1,0,1,0,1,1,1,59169,0.5435644431995964
idx:213528,213528,1,linux,CWE-416,2176,84,0,2,3,20,1,0.9335735440254211,-6.622076034545898e-05,fixed_changed,1,0,1,0,0,0,0,27880,1.0
idx:213998,213998,1,libtpms,CWE-119,482,20,0,0,1,4,0,0.935049295425415,0.0,safe_background,1,0,1,0,0,0,0,3751,0.5435644431995964
idx:477800,477800,0,ceph,CWE-79,7565,224,0,3,17,26,3,0.9554831385612488,0.006202876567840576,vulnerable_changed,0,1,0,1,1,0,0,27297,1.0
idx:214909,214909,1,linux,CWE-401,2338,81,0,0,3,16,0,0.9692442417144775,0.002170741558074951,vulnerable_changed,1,0,1,0,0,0,1,23826,1.0
idx:483053,483053,0,linux,CWE-269,713,25,0,0,4,3,2,0.9385315179824829,0.0010017156600952148,vulnerable_changed,0,1,0,1,1,1,1,4192,0.8112781244591328
idx:215312,215312,1,linux-2.6,CWE-20,1821,63,1,0,1,14,0,0.9456091523170471,0.0008301138877868652,vulnerable_changed,1,0,1,0,1,1,1,4792,0.5435644431995964
idx:498160,498160,0,nettle,CWE-310,1552,74,0,0,2,0,0,0.9552354216575623,0.012684941291809082,vulnerable_changed,0,1,0,1,0,0,1,39209,0.954434002924965
idx:216515,216515,1,openssl,CWE-362,2379,68,1,0,2,13,0,1.0,0.020479679107666016,vulnerable_changed,1,0,1,0,1,1,1,8558,0.5435644431995964
idx:216637,216637,1,guile,CWE-275,729,25,1,0,0,2,0,0.9394131898880005,0.0025672316551208496,vulnerable_context,1,0,1,0,0,1,0,4306,0.954434002924965
idx:216654,216654,1,core,CWE-20,4342,109,2,6,8,43,0,0.9382044672966003,0.0036500096321105957,vulnerable_changed,1,0,1,0,0,0,1,20013,0.954434002924965
idx:216701,216701,1,libtiff,CWE-770,2050,75,0,0,10,15,0,0.9422458410263062,0.00103682279586792,fixed_changed,1,0,1,0,1,1,1,32136,0.5435644431995964
idx:216726,216726,1,openssl,CWE-327,3458,108,4,0,12,25,0,0.9624525904655457,0.004158616065979004,vulnerable_changed,1,0,1,0,1,1,1,7531,0.5435644431995964
idx:216800,216800,1,core,CWE-125,330,20,1,0,7,3,0,0.9414756894111633,0.004462599754333496,vulnerable_context,1,0,1,0,1,0,1,2079,0.8112781244591328
idx:216861,216861,1,openssl,CWE-125,10741,315,1,0,9,151,2,0.9596515893936157,0.0076334476470947266,vulnerable_changed,1,0,1,0,1,0,1,34857,0.8112781244591328
idx:509510,509510,0,server,CWE-400,164,6,0,0,0,0,0,0.927821159362793,-0.00706249475479126,safe_background,0,1,0,1,0,0,0,1360,0.5435644431995964
idx:511472,511472,0,server,CWE-416,15074,476,4,0,2,31,8,0.9382410049438477,0.011471390724182129,vulnerable_changed,0,1,0,1,1,0,1,50983,0.954434002924965
idx:216945,216945,1,server,CWE-617,1828,58,2,0,0,12,0,0.929215669631958,0.0012508034706115723,vulnerable_changed,1,0,1,0,0,0,0,21069,0.5435644431995964
