sample_key,idx,target,project,cwe,char_len,line_count,memory_api_count,string_api_count,bounds_keyword_count,error_handling_keyword_count,lifecycle_keyword_count,retrieval_top1_score,retrieval_pos_neg_margin_max,retrieval_top1_evidence_role,zero_shot_pred,icl_pred,zero_shot_pred,icl_pred,old_rag_pred,positive_weighted_rag_pred,balanced_grouped_no_label_bc_pred,icl_message_chars,method_pred_entropy
idx:232289,232289,0,libjpeg,CWE-703,6336,173,0,0,11,13,3,0.9448196887969971,0.005180239677429199,vulnerable_changed,1,0,1,0,1,1,1,29434,0.5435644431995964
idx:232329,232329,0,gpac,CWE-476,15893,499,1,0,13,51,1,0.9635515213012695,0.005853891372680664,vulnerable_changed,1,0,1,0,1,1,1,62860,0.5435644431995964
idx:232405,232405,0,tensorflow,CWE-476,2915,58,2,0,1,1,0,0.9493675827980042,0.0026079416275024414,vulnerable_changed,1,0,1,0,0,0,1,9039,1.0
idx:232839,232839,0,tensorflow,CWE-703,1205,26,2,0,0,1,0,0.9646369218826294,-0.0013327598571777344,fixed_changed,1,0,1,0,1,0,1,5479,0.8112781244591328
idx:233862,233862,0,deark,CWE-369,1471,49,0,0,1,0,0,0.9487913846969604,0.0006301999092102051,vulnerable_changed,1,0,1,0,1,0,0,5542,0.954434002924965
idx:235642,235642,0,pjproject,CWE-787,1097,42,0,0,2,4,4,0.9533566236495972,-0.001208961009979248,safe_background,1,0,1,0,0,1,1,23304,0.8112781244591328
idx:238322,238322,0,barebox,CWE-200,305,20,1,0,3,2,1,0.939910352230072,-0.0016684532165527344,fixed_changed,1,0,1,0,1,0,0,4655,0.8112781244591328
idx:240276,240276,0,vim,CWE-787,803,29,0,0,0,5,0,0.946467399597168,-0.00331193208694458,safe_background,1,0,1,0,1,1,1,13941,0.5435644431995964
idx:242926,242926,0,tensorflow,CWE-20,2303,60,0,0,8,10,0,0.9550331830978394,0.0002181529998779297,vulnerable_changed,1,0,1,0,0,0,1,11997,1.0
idx:245140,245140,0,tensorflow,CWE-703,4067,85,0,0,11,6,0,0.9419932961463928,0.002238929271697998,vulnerable_context,1,0,1,0,0,0,1,16620,0.954434002924965
idx:247290,247290,0,tensorflow,CWE-703,3983,88,0,0,3,2,0,0.938434898853302,-0.0030861496925354004,safe_background,1,0,1,0,1,1,1,10426,0.5435644431995964
idx:247550,247550,0,envoy,CWE-362,2972,62,0,0,11,3,10,0.9403511881828308,0.0003101229667663574,vulnerable_changed,1,0,1,0,1,0,0,24923,0.954434002924965
idx:251946,251946,0,tensorflow,CWE-369,4315,92,0,0,0,3,1,0.9095786809921265,0.0016223788261413574,vulnerable_changed,1,0,1,0,0,0,1,12590,0.954434002924965
idx:255807,255807,0,tensorflow,CWE-908,10123,213,0,0,9,1,0,0.9553877115249634,0.0059667229652404785,vulnerable_changed,1,0,1,0,0,1,1,20766,0.8112781244591328
idx:197247,197247,1,tensorflow,CWE-369,2523,63,1,0,21,5,0,0.9360512495040894,0.006406426429748535,vulnerable_changed,0,1,0,1,0,0,0,10610,0.8112781244591328
idx:256138,256138,0,tensorflow,CWE-125,4710,116,3,0,2,5,3,0.9674717783927917,0.0056043267250061035,vulnerable_changed,1,0,1,0,0,1,1,13552,1.0
idx:256441,256441,0,pjproject,CWE-200,1449,48,0,0,11,12,0,0.9622535705566406,0.0011413097381591797,vulnerable_changed,1,0,1,0,0,1,1,10129,0.8112781244591328
idx:197318,197318,1,tensorflow,CWE-703,418,9,0,0,0,3,0,0.9566102027893066,0.0013406872749328613,vulnerable_changed,0,1,0,1,0,0,1,12131,0.8112781244591328
idx:256947,256947,0,tensorflow,CWE-703,2375,58,0,0,2,1,0,0.9412029981613159,0.0002384781837463379,vulnerable_context,1,0,1,0,0,0,0,63057,1.0
idx:257461,257461,0,tensorflow,CWE-703,5002,125,0,0,7,6,0,0.9268859028816223,0.012466609477996826,vulnerable_changed,1,0,1,0,1,0,0,27411,0.954434002924965
idx:259081,259081,0,tensorflow,CWE-476,3979,97,1,0,5,4,2,0.9425183534622192,0.0033867955207824707,vulnerable_changed,1,0,1,0,0,1,1,7637,0.8112781244591328
idx:259619,259619,0,libjpeg,CWE-787,1217,34,2,0,4,4,0,0.9436853528022766,0.004355490207672119,vulnerable_changed,1,0,1,0,0,0,1,34067,1.0
idx:263521,263521,0,tensorflow,CWE-125,1424,35,0,0,1,8,0,0.9496238231658936,0.0020111799240112305,vulnerable_changed,1,0,1,0,0,1,1,4558,0.8112781244591328
idx:264367,264367,0,tensorflow,CWE-345,2392,61,0,0,4,10,1,0.9296160340309143,-0.00042563676834106445,safe_background,1,0,1,0,1,1,1,6050,0.5435644431995964
idx:267357,267357,0,crun,CWE-276,3362,93,1,0,5,17,0,0.94010329246521,0.0033065080642700195,vulnerable_changed,1,0,1,0,0,1,1,29066,0.954434002924965
idx:268104,268104,0,tensorflow,CWE-703,11370,236,2,0,22,5,0,0.9522072076797485,0.0022434592247009277,vulnerable_changed,1,0,1,0,1,0,1,22332,0.8112781244591328
idx:269323,269323,0,tensorflow,CWE-125,3684,82,0,0,26,2,0,0.9519917964935303,0.005492687225341797,vulnerable_changed,1,0,1,0,1,1,1,9808,0.8112781244591328
idx:270767,270767,0,barebox,CWE-200,1388,65,2,0,4,14,1,0.9476161599159241,0.003004133701324463,vulnerable_changed,1,0,1,0,1,1,0,8672,1.0
idx:270922,270922,0,tensorflow,CWE-369,1859,39,0,0,4,0,1,0.9604015350341797,0.02632439136505127,vulnerable_changed,1,0,1,0,1,1,1,7513,0.8112781244591328
idx:273091,273091,0,owntone-server,CWE-416,2738,95,0,1,9,15,3,0.9518667459487915,0.001396775245666504,vulnerable_changed,1,0,1,0,1,0,0,15388,0.8112781244591328
idx:274865,274865,0,tensorflow,CWE-703,1608,35,0,0,0,0,0,0.9537745118141174,0.004216611385345459,vulnerable_changed,1,0,1,0,0,0,0,6226,0.5435644431995964
idx:275525,275525,0,njs,CWE-416,2071,77,0,0,1,8,0,0.9546932578086853,0.0010112524032592773,vulnerable_changed,1,0,1,0,0,0,1,65882,0.954434002924965
idx:276921,276921,0,u-boot,CWE-787,2212,106,1,0,13,11,0,0.9448509216308594,0.0013740062713623047,vulnerable_changed,1,0,1,0,1,1,1,10378,0.5435644431995964
idx:279948,279948,0,vim,CWE-787,1360,55,0,0,5,4,0,0.9543809294700623,-0.00045734643936157227,safe_background,1,0,1,0,1,1,1,56733,0.5435644431995964
idx:281662,281662,0,LibRaw,CWE-189,1419,51,3,0,6,5,1,1.0000001192092896,-0.013667941093444824,safe_background,1,0,1,0,1,1,1,4745,0.5435644431995964
idx:282862,282862,0,linux,CWE-401,660,25,1,0,0,6,0,0.9631800055503845,2.0444393157958984e-05,vulnerable_changed,1,0,1,0,1,0,1,9227,0.8112781244591328
idx:282984,282984,0,LuaJIT,CWE-125,1412,51,0,0,1,11,0,0.9297592043876648,0.008090615272521973,fixed_changed,1,0,1,0,0,0,0,6999,0.954434002924965
idx:285157,285157,0,radare2,CWE-125,2155,83,2,0,2,16,2,0.9708421230316162,-0.004118025302886963,safe_background,1,0,1,0,1,1,1,5989,0.5435644431995964
idx:286739,286739,0,swtpm,CWE-125,1391,45,0,0,9,5,0,0.9482958912849426,0.0013467669486999512,vulnerable_changed,1,0,1,0,1,1,1,17896,0.5435644431995964
idx:289293,289293,0,linux,CWE-362,2969,96,0,0,12,40,4,0.9587963819503784,0.0009225010871887207,vulnerable_context,1,0,1,0,1,1,1,37646,0.5435644431995964
idx:293750,293750,0,radare2,CWE-476,1681,72,0,0,3,13,0,0.9361079931259155,0.0013915300369262695,safe_background,1,0,1,0,1,0,1,36538,0.8112781244591328
idx:293939,293939,0,vim,CWE-787,5668,223,1,0,11,23,0,0.939593493938446,0.0045683979988098145,vulnerable_changed,1,0,1,0,1,0,1,61041,0.8112781244591328
idx:299319,299319,0,ImageMagick,CWE-787,6690,243,0,0,23,39,0,1.0000001192092896,-1.1920928955078125e-07,safe_background,1,0,1,0,1,1,1,20452,0.5435644431995964
idx:300731,300731,0,linux,CWE-200,3487,123,1,0,1,19,0,0.9612436294555664,0.006992459297180176,vulnerable_changed,1,0,1,0,1,0,1,12652,0.8112781244591328
idx:301429,301429,0,samba,CWE-665,8880,330,2,0,17,54,0,0.9459726214408875,0.004195272922515869,vulnerable_changed,1,0,1,0,0,0,1,66751,0.954434002924965
idx:308163,308163,0,linux,CWE-401,686,29,2,0,2,4,1,0.962834358215332,0.0010898709297180176,vulnerable_changed,1,0,1,0,0,0,0,5953,1.0
idx:312399,312399,0,vim,CWE-703,1303,52,0,0,0,18,1,0.9445793628692627,-0.0018973350524902344,fixed_changed,1,0,1,0,0,0,1,22778,0.954434002924965
idx:319422,319422,0,ImageMagick6,CWE-787,15774,420,2,0,134,32,0,0.9999998807907104,0.0,vulnerable_changed,1,0,1,0,1,1,1,47364,0.5435644431995964
idx:325821,325821,0,gnutls,CWE-310,4790,184,5,0,3,17,0,0.9559165239334106,0.0034963488578796387,vulnerable_changed,1,0,1,0,1,1,1,13366,0.5435644431995964
idx:326119,326119,0,vim,CWE-416,34649,1495,3,0,48,76,7,0.9477280378341675,0.008198976516723633,vulnerable_changed,1,0,1,0,1,0,1,77465,1.0
idx:326914,326914,0,linux,CWE-476,1317,69,5,0,2,13,1,0.9506479501724243,0.004464507102966309,vulnerable_changed,1,0,1,0,0,0,1,7777,1.0
idx:331760,331760,0,qtbase,CWE-787,9188,235,1,0,4,4,0,0.9106588959693909,0.002602994441986084,vulnerable_changed,1,0,1,0,1,1,1,36315,0.5435644431995964
idx:333503,333503,0,php-src,CWE-119,1008,39,0,0,5,17,0,0.9422320127487183,0.0012655258178710938,vulnerable_changed,1,0,1,0,1,1,1,17933,0.5435644431995964
idx:336484,336484,0,qemu,CWE-369,1354,54,1,0,1,15,0,1.0,0.03430008888244629,vulnerable_changed,1,0,1,0,1,1,1,4142,0.5435644431995964
idx:336807,336807,0,ghostpdl,CWE-787,920,26,0,0,0,2,0,0.9549639225006104,0.005755364894866943,vulnerable_changed,1,0,1,0,1,0,1,7437,0.8112781244591328
idx:337848,337848,0,linux,CWE-704,1244,44,0,0,7,4,0,0.952572762966156,0.004574596881866455,vulnerable_changed,1,0,1,0,1,1,1,7190,0.5435644431995964
idx:338747,338747,0,ImageMagick,CWE-772,13644,418,0,0,40,32,0,1.000000238418579,0.0,safe_background,1,0,1,0,1,1,1,40619,0.5435644431995964
idx:343298,343298,0,pure-ftpd,CWE-434,7569,259,2,1,5,54,8,0.943525493144989,0.015540003776550293,vulnerable_changed,1,0,1,0,1,1,1,39294,0.5435644431995964
idx:346415,346415,0,vim,CWE-703,2775,117,0,0,21,11,0,0.9495038986206055,0.003966808319091797,vulnerable_changed,1,0,1,0,1,1,1,25659,0.5435644431995964
idx:349888,349888,0,net,CWE-787,1284,60,0,0,16,21,0,0.9603865146636963,0.004660487174987793,vulnerable_changed,1,0,1,0,1,1,1,5613,0.8112781244591328
idx:359206,359206,0,bpf,CWE-787,1164,45,0,0,9,13,0,0.9561519622802734,0.0005410909652709961,safe_background,1,0,1,0,1,1,1,11419,0.5435644431995964
idx:361303,361303,0,admesh,CWE-125,2431,75,5,0,5,4,0,0.9157049059867859,-0.0008477568626403809,vulnerable_context,1,0,1,0,1,1,1,24062,0.5435644431995964
idx:361298,361298,0,admesh,CWE-125,650,20,0,0,0,2,0,0.9232594966888428,-0.00390702486038208,safe_background,1,0,1,0,0,1,1,4995,0.954434002924965
idx:365760,365760,0,linux,CWE-703,827,35,3,0,0,3,2,0.9579364061355591,0.005418658256530762,vulnerable_changed,1,0,1,0,1,0,1,4911,0.8112781244591328
idx:379334,379334,0,vim,CWE-787,9168,364,0,0,3,33,3,0.9511356353759766,0.0052356719970703125,vulnerable_changed,1,0,1,0,1,1,1,64541,0.5435644431995964
idx:384201,384201,0,linux,CWE-703,1517,66,0,0,2,16,0,0.9469802379608154,0.003998160362243652,vulnerable_changed,1,0,1,0,1,0,1,10791,0.8112781244591328
idx:386750,386750,0,linux,CWE-476,2081,71,4,0,0,7,1,0.9475857615470886,0.002236664295196533,vulnerable_changed,1,0,1,0,1,1,1,19925,0.5435644431995964
idx:387149,387149,0,ImageMagick,CWE-125,5182,161,1,0,13,21,0,1.0000001192092896,-0.002653360366821289,safe_background,1,0,1,0,1,1,0,16325,0.8112781244591328
idx:389760,389760,0,jasper,CWE-703,4234,170,1,0,2,4,0,0.9437704682350159,0.005607903003692627,vulnerable_changed,1,0,1,0,1,0,0,28306,0.954434002924965
idx:391627,391627,0,linux,CWE-120,400,23,0,1,4,3,0,0.9494621157646179,0.0002548694610595703,vulnerable_changed,1,0,1,0,0,0,1,2598,0.954434002924965
idx:405333,405333,0,linux,CWE-703,954,47,0,0,0,4,0,0.9549126625061035,0.002516627311706543,vulnerable_context,1,0,1,0,1,0,0,6751,1.0
idx:411896,411896,0,tor,CWE-399,17737,536,3,16,10,149,0,0.9442147612571716,0.012594461441040039,vulnerable_changed,1,0,1,0,1,0,1,55590,0.954434002924965
idx:412332,412332,0,rizin,CWE-415,144,5,0,0,0,3,0,0.9434301853179932,-0.011324584484100342,safe_background,1,0,1,0,0,0,1,7411,0.8112781244591328
idx:413623,413623,0,radare2,CWE-416,13253,466,7,8,14,41,6,0.9638922214508057,0.010909676551818848,vulnerable_changed,1,0,1,0,0,1,1,55754,0.8112781244591328
idx:417093,417093,0,MilkyTracker,CWE-416,251,17,4,0,0,0,4,0.9147615432739258,-0.009276151657104492,safe_background,1,0,1,0,0,0,0,1952,0.954434002924965
idx:424522,424522,0,FreeRDP,CWE-190,1645,69,2,0,1,17,1,0.9449455738067627,0.0069866180419921875,vulnerable_changed,1,0,1,0,1,1,1,19610,0.5435644431995964
idx:424969,424969,0,linux,CWE-476,5161,189,0,1,5,19,0,0.9595833420753479,0.0016521215438842773,vulnerable_changed,1,0,1,0,0,0,1,14532,0.954434002924965
idx:430380,430380,0,linux,CWE-362,1036,38,2,0,1,4,0,0.9207637310028076,0.0030843615531921387,vulnerable_changed,1,0,1,0,1,1,1,4471,0.5435644431995964
idx:431633,431633,0,ImageMagick,CWE-787,15822,417,2,0,134,49,0,0.9783201217651367,0.005995392799377441,vulnerable_changed,1,0,1,0,1,1,1,47698,0.5435644431995964
idx:432093,432093,0,vim,CWE-787,2227,99,0,0,1,14,1,0.9910576939582825,0.012174427509307861,vulnerable_changed,1,0,1,0,1,1,1,12352,0.5435644431995964
idx:432247,432247,0,unicorn,CWE-476,406,17,0,0,0,3,0,0.9266179800033569,-5.960464477539063e-08,fixed_changed,1,0,1,0,1,0,0,5733,0.954434002924965
idx:432352,432352,0,dpdk,CWE-703,3198,97,1,0,7,15,1,0.9999998807907104,0.010094285011291504,vulnerable_changed,1,0,1,0,1,1,1,8936,0.5435644431995964
idx:434093,434093,0,vim,CWE-416,7674,294,2,0,11,29,3,0.9438459277153015,0.0042459964752197266,vulnerable_context,1,0,1,0,1,1,1,58426,0.5435644431995964
idx:435409,435409,0,ghostpdl,CWE-120,4557,118,1,0,4,2,1,0.9523801803588867,0.0022016167640686035,vulnerable_context,1,0,1,0,1,1,1,17880,0.5435644431995964
idx:210520,210520,1,vim,CWE-125,3834,183,0,0,0,15,0,0.9111355543136597,0.0007871389389038086,safe_background,0,1,0,1,0,0,1,14208,1.0
idx:438876,438876,0,linux,CWE-416,702,34,3,0,0,5,1,0.9542214870452881,0.0024643540382385254,vulnerable_changed,1,0,1,0,0,1,1,4400,0.8112781244591328
idx:442189,442189,0,qemu,CWE-835,493,14,0,0,4,0,0,0.958981454372406,0.0005339980125427246,vulnerable_changed,1,0,1,0,1,1,1,9076,0.8112781244591328
idx:442587,442587,0,spice,CWE-193,1193,42,0,0,0,13,0,0.9453506469726562,0.0020112991333007812,vulnerable_changed,1,0,1,0,1,1,1,12172,0.8112781244591328
idx:443152,443152,0,linux,CWE-476,960,40,0,0,0,0,1,0.9560534358024597,0.003740549087524414,vulnerable_changed,1,0,1,0,1,0,1,17951,0.954434002924965
idx:210944,210944,1,vim,CWE-416,22933,761,0,0,10,114,12,0.9365551471710205,0.012569904327392578,vulnerable_changed,0,1,0,1,0,0,0,74874,0.5435644431995964
idx:446096,446096,0,linux,CWE-416,535,24,0,0,0,2,0,0.9620147943496704,0.001225590705871582,vulnerable_changed,1,0,1,0,1,1,1,2069,0.5435644431995964
idx:446416,446416,0,rizin,CWE-787,2834,110,5,0,9,17,4,0.9436109662055969,0.0008574128150939941,vulnerable_changed,1,0,1,0,1,1,1,7930,0.5435644431995964
idx:447231,447231,0,php-src,CWE-17,2818,117,1,3,15,20,0,0.9999998807907104,-0.003058195114135742,safe_background,1,0,1,0,0,0,1,9506,1.0
idx:448912,448912,0,zlib,CWE-787,26047,678,0,0,76,39,8,0.9383311867713928,0.010508298873901367,vulnerable_changed,1,0,1,0,1,1,1,54093,0.8112781244591328
idx:451731,451731,0,ntp,CWE-20,2436,134,0,3,10,1,0,0.9467198848724365,0.007222175598144531,vulnerable_changed,1,0,1,0,0,0,1,24889,1.0
idx:451888,451888,0,jasper,CWE-20,11947,435,1,0,8,58,0,0.9656069874763489,0.003620326519012451,vulnerable_changed,1,0,1,0,1,1,1,45387,0.5435644431995964
idx:211842,211842,1,vim,CWE-787,5974,208,4,0,3,13,6,0.9382659196853638,0.0002739429473876953,vulnerable_changed,0,1,0,1,1,0,1,19112,1.0
idx:452994,452994,0,nf,CWE-269,1137,57,3,0,1,13,0,0.9436362385749817,-0.000278472900390625,safe_background,1,0,1,0,0,0,1,24003,0.954434002924965
idx:453109,453109,0,libexpat,CWE-668,5684,148,1,0,40,21,1,0.9550554156303406,0.005196869373321533,vulnerable_changed,1,0,1,0,1,0,1,29173,0.8112781244591328
idx:454759,454759,0,linux,CWE-703,6551,244,6,0,10,6,0,0.9797505140304565,0.008545279502868652,vulnerable_changed,1,0,1,0,1,1,1,16151,0.5435644431995964
idx:459524,459524,0,linux,CWE-787,540,23,0,0,1,8,0,0.9437618255615234,0.007743716239929199,vulnerable_changed,1,0,1,0,1,1,1,6180,0.5435644431995964
idx:462316,462316,0,ghostpdl,CWE-787,536,15,1,0,5,3,0,0.9533783793449402,-0.001347959041595459,safe_background,1,0,1,0,1,0,1,12595,0.954434002924965
idx:463134,463134,0,cyrus-imapd,CWE-732,3416,106,2,0,11,15,1,0.9543605446815491,0.00784599781036377,vulnerable_changed,1,0,1,0,0,0,1,42408,1.0
idx:468349,468349,0,glib,CWE-754,3727,113,0,0,0,14,1,0.9401930570602417,0.004388570785522461,vulnerable_context,1,0,1,0,1,0,1,16726,0.954434002924965
idx:471902,471902,0,vim,CWE-787,6730,248,1,0,16,10,3,0.9512767195701599,0.0052220821380615234,vulnerable_changed,1,0,1,0,1,1,1,59359,0.5435644431995964
idx:472123,472123,0,linux,CWE-416,2262,86,0,2,3,21,1,0.9527409672737122,-6.622076034545898e-05,fixed_changed,1,0,1,0,0,0,1,27966,0.954434002924965
idx:477803,477803,0,linux,CWE-362,802,31,0,0,0,4,0,0.9451128244400024,-0.0026130080223083496,fixed_changed,1,0,1,0,1,1,1,13452,0.5435644431995964
idx:477811,477811,0,linux,CWE-787,2315,79,0,0,2,15,2,0.9502578973770142,0.0,safe_background,1,0,1,0,1,1,1,8008,0.5435644431995964
idx:481267,481267,0,linux,CWE-401,2357,83,0,0,3,16,0,0.9692442417144775,0.002170741558074951,vulnerable_changed,1,0,1,0,0,0,1,23845,0.954434002924965
idx:481787,481787,0,nagioscore,CWE-476,782,33,0,2,1,11,0,0.9521070718765259,-0.0006379485130310059,safe_background,1,0,1,0,0,0,0,15049,0.954434002924965
idx:215264,215264,1,perl5,CWE-120,81477,1975,4,0,31,85,13,0.9491892457008362,0.008784592151641846,vulnerable_changed,0,1,0,1,1,1,1,91073,0.5435644431995964
idx:487618,487618,0,linux-2.6,CWE-20,1857,64,1,0,1,14,0,0.9434877634048462,0.0012718439102172852,vulnerable_changed,1,0,1,0,1,1,1,4828,0.5435644431995964
idx:488919,488919,0,linux-2.6,CWE-189,781,39,3,0,2,7,0,0.9647294878959656,0.0066915154457092285,vulnerable_changed,1,0,1,0,1,1,1,4853,0.5435644431995964
idx:497809,497809,0,grep,CWE-119,2383,82,0,0,21,10,0,0.9999998807907104,-0.013738155364990234,safe_background,1,0,1,0,1,0,0,7467,0.954434002924965
idx:215948,215948,1,nettle,CWE-310,1312,60,0,0,2,0,0,0.9552356004714966,0.012684822082519531,vulnerable_changed,0,1,0,1,0,0,1,4192,1.0
idx:500044,500044,0,openssl,CWE-20,1670,56,0,0,0,17,0,0.9501060843467712,-0.006928682327270508,fixed_changed,1,0,1,0,0,0,0,18764,0.954434002924965
idx:500663,500663,0,libssh,CWE-399,2430,90,0,0,0,25,0,0.9490871429443359,0.003929734230041504,vulnerable_changed,1,0,1,0,0,0,1,10374,0.954434002924965
idx:502735,502735,0,openssl,CWE-362,3459,100,2,0,2,16,0,1.0000001192092896,0.0,safe_background,1,0,1,0,1,1,1,9638,0.5435644431995964
idx:505463,505463,0,openssl,CWE-327,3470,108,4,0,12,25,0,0.9624525904655457,0.004158616065979004,vulnerable_changed,1,0,1,0,0,1,1,7543,0.8112781244591328
idx:506428,506428,0,core,CWE-125,342,20,1,0,8,3,0,0.9414756894111633,0.004462599754333496,vulnerable_context,1,0,1,0,1,0,1,2091,1.0
idx:507778,507778,0,openssl,CWE-125,10827,318,1,0,10,157,2,0.9596515893936157,0.0076334476470947266,vulnerable_changed,1,0,1,0,1,1,1,34943,0.5435644431995964
idx:216938,216938,1,server,CWE-416,15070,476,4,0,2,32,8,0.9382410049438477,0.011471390724182129,vulnerable_changed,0,1,0,1,1,0,1,50979,0.954434002924965
idx:513202,513202,0,server,CWE-416,435,14,1,1,7,0,0,0.9570538401603699,-0.003479301929473877,fixed_changed,1,0,1,0,1,0,0,1954,0.8112781244591328
